transcript	pN	pS	dN	dS	mk.raw.p.value	mk.odds.ni	dos
rna-XM_003974671.3	3.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011615359.2	1.0	6.0	0.0	1.0	1.0	inf	-0.14285714285714285
rna-XM_011615358.2	1.0	6.0	0.0	1.0	1.0	inf	-0.14285714285714285
rna-XM_011615357.2	1.0	6.0	0.0	1.0	1.0	inf	-0.14285714285714285
rna-XM_011615354.2	1.0	6.0	0.0	1.0	1.0	inf	-0.14285714285714285
rna-XM_011615356.2	1.0	6.0	0.0	1.0	1.0	inf	-0.14285714285714285
rna-XM_011615360.2	1.0	6.0	0.0	1.0	1.0	inf	-0.14285714285714285
rna-XM_003974541.3	0.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029830127.1	0.0	12.0	1.0	1.0	0.14285714285714285	0.0	0.5
rna-XM_029830128.1	0.0	10.0	1.0	1.0	0.16666666666666666	0.0	0.5
rna-XM_011615363.2	2.0	3.0	0.0	1.0	1.0	inf	-0.4
rna-XM_029830129.1	2.0	3.0	0.0	1.0	1.0	inf	-0.4
rna-XM_003974543.3	3.0	3.0	0.0	1.0	1.0	inf	-0.5
rna-XM_029829514.1	6.0	8.0	0.0	1.0	1.0	inf	-0.42857142857142855
rna-XM_029829513.1	7.0	8.0	0.0	1.0	1.0	inf	-0.4666666666666667
rna-XM_011615364.2	7.0	8.0	0.0	1.0	1.0	inf	-0.4666666666666667
rna-XM_003974675.3	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_003974676.3	1.0	7.0	2.0	0.0	0.06666666666666667	0.0	0.875
rna-XM_029830153.1	1.0	6.0	2.0	0.0	0.08333333333333334	0.0	0.8571428571428572
rna-XM_003974545.3	2.0	0.0	0.0	2.0	0.3333333333333333	inf	-1.0
rna-NM_001078602.1	0.0	0.0	1.0	1.0	1.0	nan	NA
rna-XM_011615532.2	2.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_029829892.1	2.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_003974677.3	4.0	1.0	2.0	0.0	1.0	0.0	0.19999999999999996
rna-XM_029830138.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029830137.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_011615366.2	2.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003974678.3	2.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029829709.1	6.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_011615534.2	3.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029830328.1	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003974681.2	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029830329.1	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029830207.1	2.0	17.0	0.0	1.0	1.0	inf	-0.10526315789473684
rna-XM_029830206.1	2.0	17.0	0.0	1.0	1.0	inf	-0.10526315789473684
rna-XM_003974682.3	2.0	17.0	0.0	1.0	1.0	inf	-0.10526315789473684
rna-XM_029830205.1	2.0	17.0	0.0	1.0	1.0	inf	-0.10526315789473684
rna-XM_003974683.2	0.0	2.0	1.0	0.0	0.3333333333333333	0.0	1.0
rna-XM_003974684.3	1.0	5.0	1.0	0.0	0.2857142857142857	0.0	0.8333333333333334
rna-NM_001032680.1	2.0	9.0	2.0	0.0	0.07692307692307693	0.0	0.8181818181818181
rna-XM_029829376.1	8.0	5.0	4.666666666666666	0.3333333333333333	0.2605042016806723	0.0	0.31794871794871793
rna-XM_029829374.1	8.0	5.0	4.666666666666666	0.3333333333333333	0.2605042016806723	0.0	0.31794871794871793
rna-XM_029829373.1	8.0	5.0	4.666666666666666	0.3333333333333333	0.2605042016806723	0.0	0.31794871794871793
rna-XM_003974685.3	8.0	5.0	4.666666666666666	0.3333333333333333	0.2605042016806723	0.0	0.31794871794871793
rna-XM_029829370.1	8.0	5.0	4.666666666666666	0.3333333333333333	0.2605042016806723	0.0	0.31794871794871793
rna-XM_029829372.1	8.0	5.0	4.666666666666666	0.3333333333333333	0.2605042016806723	0.0	0.31794871794871793
rna-XM_029829375.1	7.0	5.0	4.666666666666666	0.3333333333333333	0.24450549450549447	0.0	0.35
rna-XM_029829382.1	11.0	8.0	1.0	0.0	1.0	0.0	0.42105263157894735
rna-XM_029829381.1	11.0	8.0	1.0	0.0	1.0	0.0	0.42105263157894735
rna-XM_029829377.1	5.0	6.0	0.0	1.0	1.0	inf	-0.45454545454545453
rna-XM_029829380.1	5.0	6.0	0.0	1.0	1.0	inf	-0.45454545454545453
rna-XM_029829378.1	5.0	6.0	0.0	1.0	1.0	inf	-0.45454545454545453
rna-XM_029829379.1	5.0	6.0	0.0	1.0	1.0	inf	-0.45454545454545453
rna-XM_029830352.1	3.0	7.0	1.0	0.0	0.3636363636363637	0.0	0.7
rna-XM_003974546.2	2.0	12.0	2.0	1.0	0.12058823529411766	0.08333333333333333	0.5238095238095237
rna-XM_011615373.2	0.0	1.0	2.0	0.0	0.3333333333333333	0.0	1.0
rna-XM_011615372.2	0.0	1.0	2.0	0.0	0.3333333333333333	0.0	1.0
rna-XM_011615371.2	0.0	1.0	2.0	0.0	0.3333333333333333	0.0	1.0
rna-XM_029830086.1	0.0	1.0	2.0	0.0	0.3333333333333333	0.0	1.0
rna-XM_029830096.1	5.0	8.0	0.0	4.0	0.2605042016806723	inf	-0.38461538461538464
rna-XM_029830094.1	5.0	8.0	0.0	4.0	0.2605042016806723	inf	-0.38461538461538464
rna-XM_029830095.1	5.0	8.0	0.0	4.0	0.2605042016806723	inf	-0.38461538461538464
rna-XM_029830097.1	4.0	6.0	0.0	4.0	0.2507492507492507	inf	-0.4
rna-XM_011615374.2	2.0	12.0	2.0	1.0	0.12058823529411766	0.08333333333333333	0.5238095238095237
rna-XM_011615375.2	2.0	12.0	2.0	1.0	0.12058823529411766	0.08333333333333333	0.5238095238095237
rna-XM_011615538.2	1.0	1.0	1.0	1.0	1.0	1.0	0.0
rna-XM_029829916.1	1.0	2.0	1.0	1.0	1.0	0.5	0.16666666666666669
rna-XM_029829917.1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
rna-XM_029829914.1	33.0	13.0	1.0	0.0	1.0	0.0	0.28260869565217395
rna-XM_029829915.1	33.0	13.0	1.0	0.0	1.0	0.0	0.28260869565217395
rna-XM_029829913.1	32.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_029830198.1	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029829542.1	0.0	3.0	1.0	1.0	0.4000000000000001	0.0	0.5
rna-XM_029830203.1	7.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029830202.1	7.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029829849.1	3.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_029829543.1	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029829696.1	3.0	6.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_011615385.2	3.0	6.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_029830014.1	5.0	6.0	1.0	0.0	1.0	0.0	0.5454545454545454
rna-XM_029830013.1	5.0	6.0	1.0	0.0	1.0	0.0	0.5454545454545454
rna-XM_003974696.3	5.0	6.0	1.0	0.0	1.0	0.0	0.5454545454545454
rna-XM_011615393.2	5.0	6.0	1.0	0.0	1.0	0.0	0.5454545454545454
rna-XM_029830015.1	5.0	6.0	1.0	0.0	1.0	0.0	0.5454545454545454
rna-XM_011615388.2	4.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_011615389.2	4.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_003974698.3	0.0	7.0	1.0	0.0	0.125	0.0	1.0
rna-XM_003974699.3	1.0	5.0	1.0	0.0	0.2857142857142857	0.0	0.8333333333333334
rna-XM_029829993.1	2.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029830286.1	2.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029829544.1	4.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003974548.2	0.0	3.0	1.0	1.0	0.4000000000000001	0.0	0.5
rna-XM_029829992.1	4.0	8.0	1.0	0.0	0.38461538461538464	0.0	0.6666666666666667
rna-XM_011615401.2	2.0	8.0	1.0	0.0	0.27272727272727276	0.0	0.8
rna-XM_011615402.2	2.0	8.0	1.0	0.0	0.27272727272727276	0.0	0.8
rna-XM_011615403.2	12.0	3.0	0.0	1.0	0.25	inf	-0.8
rna-XM_029829463.1	4.0	20.0	5.0	1.0	0.004597701149425286	0.04	0.6666666666666667
rna-XM_029829462.1	5.0	20.0	6.0	1.0	0.0029805196657254505	0.041666666666666664	0.657142857142857
rna-XM_011615406.2	5.0	19.0	6.0	1.0	0.003639371381306865	0.043859649122807015	0.6488095238095237
rna-XM_011615407.2	5.0	19.0	6.0	1.0	0.003639371381306865	0.043859649122807015	0.6488095238095237
rna-XM_029829464.1	8.0	9.0	3.0	3.0	1.0	0.8888888888888888	0.02941176470588236
rna-XM_029829465.1	14.0	10.0	3.0	3.0	1.0	1.4	-0.08333333333333337
rna-XM_029829466.1	2.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003974549.3	2.0	3.0	0.0	0.0	1.0	nan	NA
rna-NM_001078596.1-2	2.0	9.0	0.0	1.0	1.0	inf	-0.18181818181818182
rna-XM_003974704.3	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_011615408.2	1.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_003974705.3	1.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_003974550.3	4.0	7.0	2.0	2.0	1.0	0.5714285714285714	0.13636363636363635
rna-XM_029829991.1	1.0	5.0	0.0	1.0	1.0	inf	-0.16666666666666666
rna-XM_003974551.3	1.0	5.0	0.0	1.0	1.0	inf	-0.16666666666666666
rna-XM_011615409.2	1.0	5.0	0.0	1.0	1.0	inf	-0.16666666666666666
rna-XM_029830344.1	2.0	10.0	2.0	1.0	0.15384615384615383	0.1	0.5
rna-XM_029830343.1	2.0	10.0	2.0	1.0	0.15384615384615383	0.1	0.5
rna-XM_029830338.1	2.0	10.0	2.0	1.0	0.15384615384615383	0.1	0.5
rna-XM_029830342.1	2.0	10.0	2.0	1.0	0.15384615384615383	0.1	0.5
rna-XM_029830340.1	2.0	10.0	2.0	1.0	0.15384615384615383	0.1	0.5
rna-XM_029830341.1	2.0	10.0	2.0	1.0	0.15384615384615383	0.1	0.5
rna-XM_029830339.1	2.0	10.0	2.0	1.0	0.15384615384615383	0.1	0.5
rna-XM_029830348.1	1.0	8.0	2.0	1.0	0.1272727272727273	0.0625	0.5555555555555556
rna-XM_029830349.1	1.0	8.0	2.0	1.0	0.1272727272727273	0.0625	0.5555555555555556
rna-XM_029830345.1	2.0	10.0	2.0	1.0	0.15384615384615383	0.1	0.5
rna-XM_029830346.1	2.0	10.0	2.0	1.0	0.15384615384615383	0.1	0.5
rna-XM_029830347.1	1.0	8.0	2.0	1.0	0.1272727272727273	0.0625	0.5555555555555556
rna-XM_011615413.2	3.0	4.0	2.0	1.0	1.0	0.375	0.23809523809523808
rna-XM_011615414.2	5.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_011615415.2	5.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003974707.3	5.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029829451.1	5.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029829449.1	5.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029829450.1	5.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029829448.1	0.0	6.0	0.0	1.0	1.0	nan	0.0
rna-XM_003974554.3	0.0	6.0	0.0	1.0	1.0	nan	0.0
rna-XM_029829686.1	3.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_029829687.1	3.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_011615417.2	3.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_029830024.1	8.0	7.0	5.0	2.0	0.6478328173374612	0.45714285714285713	0.18095238095238098
rna-XM_029830027.1	8.0	7.0	5.0	2.0	0.6478328173374612	0.45714285714285713	0.18095238095238098
rna-XM_029830025.1	8.0	7.0	5.0	2.0	0.6478328173374612	0.45714285714285713	0.18095238095238098
rna-XM_029830028.1	8.0	7.0	5.0	2.0	0.6478328173374612	0.45714285714285713	0.18095238095238098
rna-XM_029830026.1	8.0	7.0	5.0	2.0	0.6478328173374612	0.45714285714285713	0.18095238095238098
rna-XM_029830029.1	8.0	7.0	5.0	2.0	0.6478328173374612	0.45714285714285713	0.18095238095238098
rna-XM_029830031.1	8.0	7.0	5.0	2.0	0.6478328173374612	0.45714285714285713	0.18095238095238098
rna-XM_029830030.1	8.0	7.0	5.0	2.0	0.6478328173374612	0.45714285714285713	0.18095238095238098
rna-XM_029830032.1	7.0	6.0	4.0	1.0	0.5955882352941175	0.2916666666666667	0.2615384615384616
rna-XM_029830033.1	7.0	6.0	4.0	1.0	0.5955882352941175	0.2916666666666667	0.2615384615384616
rna-XM_029829121.1	3.0	24.0	2.0	2.0	0.11171142539329415	0.125	0.3888888888888889
rna-XM_003974556.3	3.0	24.0	2.0	2.0	0.11171142539329415	0.125	0.3888888888888889
rna-XM_029829120.1	3.0	24.0	2.0	2.0	0.11171142539329415	0.125	0.3888888888888889
rna-XM_029829119.1	3.0	24.0	2.0	2.0	0.11171142539329415	0.125	0.3888888888888889
rna-XM_003974557.3	0.0	5.0	0.0	1.0	1.0	nan	0.0
rna-XM_011615418.2	0.0	5.0	0.0	1.0	1.0	nan	0.0
rna-XM_011615422.2	11.0	13.0	4.0	0.0	0.10158730158730156	0.0	0.5416666666666667
rna-XM_029828939.1	0.0	7.0	2.0	0.0	0.027777777777777776	0.0	1.0
rna-NM_001098647.1	0.0	7.0	2.0	0.0	0.027777777777777776	0.0	1.0
rna-XM_003974558.3	3.0	7.0	5.0	3.0	0.34156040038392976	0.2571428571428571	0.325
rna-XM_029828949.1	0.0	0.0	0.0	1.0	1.0	nan	NA
rna-NM_001190361.1	1.0	0.0	0.0	1.0	1.0	inf	-1.0
rna-XM_029829853.1	2.0	5.0	1.0	0.0	0.37500000000000006	0.0	0.7142857142857143
rna-XM_011615425.2	2.0	5.0	1.0	0.0	0.37500000000000006	0.0	0.7142857142857143
rna-XM_029829857.1	2.0	5.0	1.0	0.0	0.37500000000000006	0.0	0.7142857142857143
rna-XM_029829855.1	2.0	5.0	1.0	0.0	0.37500000000000006	0.0	0.7142857142857143
rna-XM_029829854.1	2.0	5.0	1.0	0.0	0.37500000000000006	0.0	0.7142857142857143
rna-XM_011615426.2	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_003974560.3	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029829761.1	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029829762.1	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003974712.3	2.0	4.0	1.0	0.0	0.4285714285714286	0.0	0.6666666666666667
rna-XM_003974561.3	1.0	2.0	0.0	2.0	1.0	inf	-0.3333333333333333
rna-XM_011615428.2	0.0	2.0	3.0	1.0	0.4000000000000001	0.0	0.75
rna-XM_003974714.3	5.0	5.0	0.0	2.0	0.4696969696969697	inf	-0.5
rna-XM_029830230.1	15.0	5.0	1.0	0.0	1.0	0.0	0.25
rna-XM_003974562.3	0.0	0.0	0.0	2.0	1.0	nan	NA
rna-XM_011615429.2	0.0	0.0	0.0	2.0	1.0	nan	NA
rna-XM_011615430.2	0.0	2.0	2.0	0.0	0.3333333333333333	0.0	1.0
rna-XM_011615431.2	0.0	2.0	2.0	0.0	0.3333333333333333	0.0	1.0
rna-XM_003974563.3	0.0	2.0	2.0	0.0	0.3333333333333333	0.0	1.0
rna-XM_029829452.1	0.0	1.0	0.0	1.0	1.0	nan	0.0
rna-XM_029829453.1	0.0	1.0	0.0	1.0	1.0	nan	0.0
rna-XM_011615433.2	0.0	1.0	0.0	1.0	1.0	nan	0.0
rna-XM_003974717.3	2.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_011615438.2	14.0	16.0	2.0	5.0	0.674458830056553	2.1875	-0.18095238095238098
rna-XM_003974565.3	1.0	14.0	0.0	0.0	1.0	nan	NA
rna-XM_029830089.1	1.0	14.0	0.0	0.0	1.0	nan	NA
rna-XM_003974566.3	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011615440.2	8.0	0.0	0.0	1.0	0.1111111111111111	inf	-1.0
rna-XM_029829961.1	5.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029829960.1	5.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_011615442.2	11.0	10.0	4.0	0.0	0.12450592885375494	0.0	0.47619047619047616
rna-XM_029829889.1	11.0	10.0	3.0	0.0	0.23913043478260873	0.0	0.47619047619047616
rna-XM_029829890.1	9.0	7.0	3.0	0.0	0.2631578947368421	0.0	0.4375
rna-XM_003974720.3	1.0	1.0	2.0	2.0	1.0	1.0	0.0
rna-XM_003974721.3	3.0	6.0	1.0	0.0	0.4	0.0	0.6666666666666667
rna-XM_011615443.2	0.0	1.0	1.0	1.0	1.0	0.0	0.5
rna-XM_003974722.3	0.0	1.0	1.0	1.0	1.0	0.0	0.5
rna-XM_029830263.1	0.0	1.0	1.0	1.0	1.0	0.0	0.5
rna-XM_003974567.3	1.0	5.0	3.0	1.0	0.1904761904761905	0.06666666666666667	0.5833333333333334
rna-XM_003974723.3	0.0	2.0	1.0	1.0	1.0	0.0	0.5
rna-XM_011615445.2	0.0	2.0	1.0	1.0	1.0	0.0	0.5
rna-XM_011615446.2	1.0	2.0	1.0	1.0	1.0	0.5	0.16666666666666669
rna-XM_029830262.1	0.0	2.0	1.0	1.0	1.0	0.0	0.5
rna-XM_011615269.2	7.0	17.0	2.0	0.0	0.11076923076923077	0.0	0.7083333333333333
rna-NM_001078603.1	7.0	17.0	2.0	0.0	0.11076923076923077	0.0	0.7083333333333333
rna-XM_003974568.3	2.0	19.0	0.0	0.0	1.0	nan	NA
rna-XM_029830354.1	4.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029830353.1	3.0	6.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_003974725.3	3.0	6.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_003974569.3	0.0	5.0	0.0	1.0	1.0	nan	0.0
rna-XM_003974570.3	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029829106.1	2.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029829103.1	8.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_011615450.2	8.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_029829104.1	8.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_003974571.3	0.0	3.0	0.0	1.0	1.0	nan	0.0
rna-XM_003974572.3	0.0	4.0	0.0	1.0	1.0	nan	0.0
rna-XM_003974727.3	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029829958.1	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029829945.1	10.0	22.0	0.0	4.0	0.5586113233172056	inf	-0.3125
rna-XM_029829946.1	10.0	22.0	0.0	4.0	0.5586113233172056	inf	-0.3125
rna-XM_029829950.1	10.0	21.0	0.0	4.0	0.30290297937356764	inf	-0.3225806451612903
rna-XM_029829949.1	10.0	22.0	0.0	4.0	0.5586113233172056	inf	-0.3125
rna-XM_029829947.1	10.0	25.0	0.0	4.0	0.5557500820658716	inf	-0.2857142857142857
rna-XM_029829951.1	10.0	21.0	0.0	4.0	0.30290297937356764	inf	-0.3225806451612903
rna-XM_029829948.1	10.0	22.0	1.0	4.0	1.0	1.8181818181818181	-0.11249999999999999
rna-XM_029829954.1	4.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_011615455.2	4.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_029829953.1	4.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_011615454.2	4.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_029829956.1	4.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_029829952.1	4.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_029829957.1	4.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_029829940.1	5.0	16.0	1.0	1.0	0.4624505928853755	0.3125	0.2619047619047619
rna-XM_029829944.1	5.0	16.0	1.0	1.0	0.4624505928853755	0.3125	0.2619047619047619
rna-XM_029829938.1	5.0	16.0	1.0	1.0	0.4624505928853755	0.3125	0.2619047619047619
rna-XM_029829942.1	5.0	16.0	1.0	1.0	0.4624505928853755	0.3125	0.2619047619047619
rna-XM_029829939.1	5.0	16.0	1.0	1.0	0.4624505928853755	0.3125	0.2619047619047619
rna-XM_029829941.1	5.0	16.0	1.0	1.0	0.4624505928853755	0.3125	0.2619047619047619
rna-XM_029829937.1	5.0	16.0	1.0	1.0	0.4624505928853755	0.3125	0.2619047619047619
rna-XM_029828991.1	6.0	5.0	0.0	1.0	1.0	inf	-0.5454545454545454
rna-XM_029828989.1	6.0	5.0	0.0	1.0	1.0	inf	-0.5454545454545454
rna-XM_029828990.1	6.0	5.0	0.0	1.0	1.0	inf	-0.5454545454545454
rna-XM_029828993.1	3.0	4.0	0.0	1.0	1.0	inf	-0.42857142857142855
rna-XM_011615541.2	3.0	4.0	0.0	1.0	1.0	inf	-0.42857142857142855
rna-XM_003974573.3	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003974574.3	7.0	28.0	4.0	8.0	0.4351554637901129	0.5	0.1333333333333333
rna-XM_011615457.2	7.0	28.0	4.0	8.0	0.4351554637901129	0.5	0.1333333333333333
rna-XM_003974732.3	0.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_003974575.3	0.0	3.0	1.0	0.0	0.25	0.0	1.0
rna-XM_011615459.2	0.0	3.0	1.0	0.0	0.25	0.0	1.0
rna-XM_029829875.1	0.0	3.0	1.0	0.0	0.25	0.0	1.0
rna-XM_011615460.2	0.0	3.0	1.0	0.0	0.25	0.0	1.0
rna-XM_003974576.3	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_011615461.2	2.0	11.0	1.0	1.0	0.37142857142857144	0.18181818181818182	0.34615384615384615
rna-XM_011615463.2	15.0	20.0	5.0	1.0	0.09309872724506871	0.15	0.4047619047619048
rna-XM_011615465.2	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_011615466.2	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_003974578.3	0.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_011615467.2	4.0	12.0	5.0	1.0	0.023079088094567966	0.06666666666666667	0.5833333333333334
rna-XM_003974735.3	4.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_011615468.2	1.0	5.0	0.0	1.0	1.0	inf	-0.16666666666666666
rna-XM_011615471.2	3.0	1.0	1.0	1.0	1.0	3.0	-0.25
rna-XM_029829685.1	3.0	1.0	1.0	1.0	1.0	3.0	-0.25
rna-XM_011615469.2	3.0	3.0	2.0	0.0	0.4642857142857143	0.0	0.5
rna-XM_029829682.1	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029829684.1	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029829683.1	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_003974584.3	0.0	3.0	1.0	0.0	0.25	0.0	1.0
rna-XM_003974586.3	0.0	4.0	1.0	1.0	0.3333333333333333	0.0	0.5
rna-XM_003974587.3	1.0	0.0	1.0	1.0	1.0	inf	-0.5
rna-XM_011615472.2	2.0	0.0	1.0	0.0	1.0	nan	0.0
rna-XM_011615473.2	2.0	0.0	1.0	0.0	1.0	nan	0.0
rna-XM_011615474.2	11.0	7.0	1.0	0.0	1.0	0.0	0.38888888888888884
rna-XM_011615475.2	11.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_029829117.1	10.0	5.0	1.0	0.0	1.0	0.0	0.33333333333333337
rna-XM_011615543.2	2.0	3.0	0.0	1.0	1.0	inf	-0.4
rna-XM_003974737.3	0.0	1.0	1.0	0.0	1.0	0.0	1.0
rna-XM_029829118.1	0.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_011615476.2	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_003974739.3	3.0	1.0	0.0	1.0	0.4000000000000001	inf	-0.75
rna-XM_011615477.2	3.0	1.0	0.0	1.0	0.4000000000000001	inf	-0.75
rna-XM_011615478.2	6.0	8.0	0.0	2.0	0.5	inf	-0.42857142857142855
rna-XM_003974741.3	1.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_003974588.2	1.0	10.0	1.0	1.0	0.2948717948717949	0.1	0.40909090909090906
rna-XM_011615479.2	0.0	11.0	2.0	0.0	0.01282051282051282	0.0	1.0
rna-XM_029830182.1	4.0	11.0	0.0	1.0	1.0	inf	-0.26666666666666666
rna-XM_003974742.3	4.0	11.0	0.0	1.0	1.0	inf	-0.26666666666666666
rna-XM_003974743.2	6.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_003974744.2	8.0	7.0	3.0	1.0	0.6026831785345717	0.38095238095238093	0.21666666666666667
rna-XM_029830318.1	13.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_029830319.1	3.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_003974745.3	3.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_011615481.2	5.0	19.0	0.0	2.0	1.0	inf	-0.20833333333333334
rna-XM_011615480.2	5.0	19.0	0.0	2.0	1.0	inf	-0.20833333333333334
rna-XM_003974747.3	5.0	3.0	0.0	2.0	0.4444444444444445	inf	-0.625
rna-XM_029830330.1	14.0	19.0	2.0	2.0	1.0	0.7368421052631579	0.07575757575757575
rna-XM_011615544.2	14.0	19.0	2.0	2.0	1.0	0.7368421052631579	0.07575757575757575
rna-XM_029830331.1	14.0	19.0	2.0	2.0	1.0	0.7368421052631579	0.07575757575757575
rna-XM_029830332.1	14.0	19.0	2.0	2.0	1.0	0.7368421052631579	0.07575757575757575
rna-XM_029830333.1	14.0	19.0	2.0	2.0	1.0	0.7368421052631579	0.07575757575757575
rna-XM_029830334.1	14.0	19.0	2.0	2.0	1.0	0.7368421052631579	0.07575757575757575
rna-XM_029830337.1	14.0	19.0	2.0	2.0	1.0	0.7368421052631579	0.07575757575757575
rna-XM_029830336.1	14.0	19.0	1.0	3.0	0.6327503974562798	2.210526315789474	-0.17424242424242425
rna-XM_029830335.1	14.0	19.0	1.0	3.0	0.6327503974562798	2.210526315789474	-0.17424242424242425
rna-XM_003974749.3	5.0	6.0	0.0	3.0	0.2582417582417582	inf	-0.45454545454545453
rna-XM_011615484.2	6.0	6.0	2.0	0.0	0.4725274725274725	0.0	0.5
rna-XM_011615483.2	6.0	6.0	2.0	0.0	0.4725274725274725	0.0	0.5
rna-XM_003974750.3	5.0	5.0	2.0	0.0	0.4696969696969697	0.0	0.5
rna-XM_011615485.2	5.0	5.0	2.0	0.0	0.4696969696969697	0.0	0.5
rna-XM_011615486.2	7.0	7.0	2.0	0.0	0.475	0.0	0.5
rna-XM_029828941.1	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029828944.1	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029828948.1	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029828942.1	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029828943.1	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029828945.1	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029828947.1	1.0	5.0	0.0	0.0	1.0	nan	NA
