BioProject,BioSample,Organism,sex,Submitter_Id,Country,Continent,Locality,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJEB9057,SAMEA3334539,Corvus_cornix,missing,DNA_528,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6018501,0.066405,32922279,2.60226,-0.0202028,0.0140145,0.0133026,0.0496165,2.84605e-5,0.0299329,0.0011156,0.00674435,0.23728,0.0347874,cluster_1,exclude,12
PRJEB9057,SAMEA3334552,Corvus_cornix,missing,DNA_545,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6038503,0.0666257,32921838,2.2325,-0.0201652,0.0137839,0.0118752,0.0440944,3.10722e-4,0.0187729,7.2001e-4,0.00321037,-0.0114231,-0.00144807,cluster_1,exclude,13
PRJEB9057,SAMEA3334537,Corvus_cornix,missing,DNA_526,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6060439,0.0668677,32915189,2.60982,-0.020318,0.0141765,0.0140046,0.0513073,1.51903e-4,0.0311047,2.2241e-4,0.00603223,0.235742,0.0272821,cluster_1,exclude,27
PRJEB9057,SAMEA3334488,Corvus_cornix,missing,DNA_458,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6070243,0.0669759,32917327,2.40173,-0.0202771,0.0139906,0.0130276,0.0469596,7.39738e-4,0.0217982,-3.89643e-4,0.00133015,-0.0490701,-0.0045888,cluster_1,exclude,9
PRJEB9057,SAMEA3334519,Corvus_cornix,missing,DNA_502,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6115304,0.067473,32915628,2.61898,-0.0201588,0.0139398,0.0124629,0.0459058,3.49528e-4,0.0217626,-6.64064e-4,0.00163711,-0.0346655,-0.00348914,cluster_1,exclude,30
PRJEB9057,SAMEA3334447,Corvus_cornix,missing,DNA_362,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6152537,0.0678838,32917478,2.53014,-0.0201928,0.0138139,0.011614,0.0395643,1.90854e-4,0.0121686,-4.22823e-4,8.36787e-4,-0.0319194,-0.0391467,cluster_1,exclude,7
PRJEB9057,SAMEA3334536,Corvus_cornix,missing,DNA_525,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6209639,0.0685139,32914951,2.56565,-0.0203527,0.0141611,0.0140794,0.0518059,1.74661e-4,0.0326922,-2.58976e-5,0.00586063,0.240004,0.0278713,cluster_1,exclude,27
PRJEB9057,SAMEA3334518,Corvus_cornix,missing,DNA_501,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6275401,0.0692395,32914748,2.57123,-0.0202196,0.0138984,0.0123778,0.0450697,4.74211e-4,0.0207769,-7.76368e-5,0.00206851,-0.0369835,-0.00301169,cluster_1,exclude,30
PRJEB9057,SAMEA3334525,Corvus_cornix,missing,DNA_510,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6289263,0.0693924,32922887,2.70345,-0.0201279,0.0136826,0.01143,0.0400376,2.15768e-4,0.0149525,6.54899e-4,0.00225092,-0.0100127,-9.00127e-4,cluster_1,exclude,14
PRJEB9057,SAMEA3334531,Corvus_cornix,missing,DNA_516,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6343972,0.069996,32919118,2.49346,-0.0202367,0.0139163,0.0116195,0.0422439,1.08021e-4,0.0191927,7.26716e-4,0.00216667,-0.0364422,0.00176321,cluster_1,exclude,35
PRJEB9057,SAMEA3334490,Corvus_cornix,missing,DNA_460,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6363186,0.070208,32924472,2.33884,-0.020245,0.0140427,0.0129673,0.0499567,-7.00602e-5,0.0292868,0.00147302,0.00702841,0.227784,0.0316005,cluster_1,exclude,18
PRJEB9057,SAMEA3334569,Corvus_dauuricus,missing,DNA_524,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6423659,0.0708753,28216617,2.64174,0.222992,0.0288804,0.162229,-0.0411361,0.336732,-0.00711639,-0.00412769,-0.0383575,-0.00267459,-0.014147,cluster_6,exclude,NA
PRJEB9057,SAMEA3334524,Corvus_cornix,missing,DNA_509,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6424200,0.0708812,32923140,2.65331,-0.0201575,0.0137311,0.0115315,0.0395431,3.68649e-5,0.0145485,9.9664e-4,0.0017556,-0.0135764,-7.93045e-4,cluster_1,exclude,14
PRJEB9057,SAMEA3334554,Corvus_cornix,missing,DNA_549,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6425603,0.070896700000000007,32924301,2.31118,-0.020229,0.0141593,0.0130001,0.0507818,-1.00119e-4,0.0285193,0.00130882,0.0064907,0.225415,0.031762,cluster_1,exclude,NA
PRJEB9057,SAMEA3334530,Corvus_cornix,missing,DNA_515,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6492171,0.0716312,32918838,2.4457,-0.0203263,0.0138901,0.0117,0.0421467,2.89501e-4,0.018871,6.53695e-4,0.00230218,-0.035842,0.00144601,cluster_1,exclude,35
PRJEB9057,SAMEA3334568,Corvus_dauuricus,missing,DNA_523,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6509874,0.0718265,28215856,2.60919,0.223607,0.0294137,0.16335,-0.0406071,0.330897,-0.00640751,-0.00568809,-0.0411437,-0.00156126,-0.0111379,cluster_6,exclude,NA
PRJEB9057,SAMEA3334493,Corvus_cornix,missing,DNA_463,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6535177,0.0721057,32917630,2.28691,-0.0203842,0.0141228,0.0137827,0.048882,5.21289e-4,0.0242922,-7.57485e-4,0.00273879,-0.0566191,-0.00554162,cluster_1,exclude,15
PRJEB9057,SAMEA3334512,Corvus_cornix,missing,DNA_493,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6613246,0.0729671,32915667,2.25662,-0.020317,0.0138484,0.0125483,0.043667,3.11552e-4,0.0205146,-2.30383e-4,0.00240083,-0.0374094,-0.00146366,cluster_1,exclude,NA
PRJEB9057,SAMEA3334513,Corvus_cornix,missing,DNA_494,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6649327,0.0733652,32915577,2.24662,-0.0202477,0.013825,0.0123585,0.043729,2.41363e-4,0.020778,5.70272e-5,0.00222116,-0.0396141,-0.00494241,cluster_1,exclude,NA
PRJEB9057,SAMEA3334483,Corvus_cornix,missing,DNA_452,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6705262,0.0739823,32923701,2.11742,-0.0203762,0.0140142,0.0125089,0.0455062,1.44244e-4,0.0202892,0.00124418,0.00414899,-0.038583,-1.37614e-4,cluster_1,exclude,NA
PRJEB9057,SAMEA3334644,Corvus_corone_orientalis,missing,DNA_346,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6792825,0.0749484,13837931,1.02828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334649,Corvus_corone_orientalis,missing,DNA_380,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,7102193,0.0783618,13836667,0.913929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334646,Corvus_corone_orientalis,missing,DNA_352,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,7129067,0.0786584,13841855,0.946208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334484,Corvus_cornix,missing,DNA_454,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,7218751,0.0796479,32923975,2.10886,-0.0204336,0.0139258,0.0120069,0.0425438,7.85723e-5,0.0190223,5.36516e-4,0.00347691,-0.00190698,-0.0012748,cluster_1,exclude,16
PRJEB9057,SAMEA3334453,Corvus_cornix,missing,DNA_394,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,7478478,0.0825136,32920497,1.87495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334479,Corvus_cornix,missing,DNA_447,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,7505918,0.0828163,32917319,2.33307,-0.0204285,0.0139479,0.0122983,0.042303,2.00267e-4,0.0196965,-4.49539e-4,0.00183874,-0.0366009,-0.00553788,cluster_1,exclude,38
PRJEB9057,SAMEA3334643,Corvus_corone_orientalis,missing,DNA_342,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,7591737,0.0837632,13838406,0.947274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334558,Corvus_cornix,missing,DNA_556,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,7620169,0.0840769,32917683,2.28679,-0.020492,0.0140114,0.0125939,0.0438336,2.3162e-4,0.021146,-4.22033e-4,0.00291292,-0.0349627,-0.00520996,cluster_1,exclude,38
PRJEB9057,SAMEA3334491,Corvus_cornix,missing,DNA_461,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,7852538,0.0866408,32916493,2.12131,-0.0206722,0.0142486,0.0137714,0.0483492,-1.27394e-4,0.0292516,-2.05733e-4,0.00583487,0.228735,0.0276588,cluster_1,exclude,NA
PRJEB9057,SAMEA3334487,Corvus_cornix,missing,DNA_457,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,7961307,0.0878409,32924090,2.09503,-0.0205801,0.0140201,0.0120626,0.0401588,6.18574e-5,0.0154602,8.94439e-4,0.0026711,-0.0113296,-8.15845e-4,cluster_1,exclude,14
PRJEB9057,SAMEA3334492,Corvus_cornix,missing,DNA_462,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,7997542,0.0882407,32923614,2.0907,-0.0206991,0.0141799,0.0133722,0.0479296,-1.20435e-4,0.0278646,0.00123595,0.00689257,0.234061,0.0338408,cluster_1,exclude,NA
PRJEB9057,SAMEA3334497,Corvus_cornix,missing,DNA_468,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,8015737,0.0884414,32923574,1.80821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334485,Corvus_cornix,missing,DNA_455,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,8463593,0.0933828,32915448,1.98004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334445,Corvus_cornix,missing,DNA_354,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,8544663,0.0942773,32914888,1.9696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334489,Corvus_cornix,missing,DNA_459,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,8552782,0.0943669,32921436,1.91962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334550,Corvus_cornix,missing,DNA_543,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,8811759,0.0972243,32915559,1.98283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334551,Corvus_cornix,missing,DNA_544,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,8852004,0.0976683,32915568,1.97665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334482,Corvus_cornix,missing,DNA_451,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,8980362,0.0990846,32915971,1.73988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334647,Corvus_corone_orientalis,missing,DNA_359,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,9114672,0.100566,13839576,0.59165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334454,Corvus_cornix,missing,DNA_395,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,9287018,0.102468,32913889,1.82584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334449,Corvus_cornix,missing,DNA_381,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,9783755,0.107949,32917132,1.81708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334450,Corvus_cornix,missing,DNA_382,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,9795458,0.108078,32913508,1.68619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334451,Corvus_cornix,missing,DNA_386,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,9819641,0.108345,32907459,1.78945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334565,Corvus_dauuricus,missing,DNA_486,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,10369486,0.114411,28203570,2.64207,0.190048,0.0287659,-0.398085,0.0752098,0.0129185,0.00608947,2.37447e-4,-0.0296403,-4.84104e-4,-0.00962654,cluster_2,exclude,19
PRJEB9057,SAMEA3334564,Corvus_dauuricus,missing,DNA_485,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,10660015,0.117617,28206248,2.56945,0.189104,0.0279576,-0.391381,0.0738627,0.0110016,0.00571151,-8.29689e-4,-0.0175276,7.44116e-4,-0.00427715,cluster_2,exclude,19
PRJEB9057,SAMEA3334452,Corvus_cornix,missing,DNA_390,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,10690550,0.117954,32911261,1.60098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334496,Corvus_cornix,missing,DNA_467,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,10864882,0.119877,32916230,1.55897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334571,Corvus_dauuricus,missing,DNA_538,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,11000403,0.121373,28200077,2.38655,0.183613,0.0275729,-0.389891,0.0708357,0.0140653,0.00338942,-0.00155001,-0.0205237,-0.00201162,-0.00561822,cluster_2,exclude,19
PRJEB9057,SAMEA3334570,Corvus_dauuricus,missing,DNA_537,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,11051477,0.121936,28200525,2.3644,0.183582,0.0275949,-0.395861,0.0713025,0.00929238,0.00410622,-0.00234832,-0.0194664,-0.00169238,-0.00775461,cluster_2,exclude,19
PRJEB9057,SAMEA3334631,Corvus_pectoralis,missing,DNA_427,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,11354320,0.125278,11356755,2.56499e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334642,Corvus_corone_orientalis,missing,DNA_341,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,13790624,0.152158,13845763,0.00609443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334648,Corvus_corone_orientalis,missing,DNA_379,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,13831923,0.152614,13845795,0.00109665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334448,Corvus_cornix,missing,DNA_364,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,32183806,0.355099,32930418,0.0355528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334444,Corvus_cornix,missing,DNA_351,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,32524679,0.35886,32931056,0.0179878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
