BioProject,BioSample,Organism,sex,Submitter_Id,Country,Continent,Locality,lat_lon,Ecotype,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJNA374462,SAMN06323895,Gasterosteus_aculeatus,female,GOLD|X|X#12,Canada,North America,GOLD,53.631887767 N 132.053583058 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6289613,0.137216,45826968,3.84057,0.0611959,-0.00921961,-0.079814,0.068031,0.0842743,0.0423811,-0.00614702,0.0110067,-0.0271796,-0.0124084,cluster_4,ingroup,NA
PRJNA374462,SAMN06323912,Gasterosteus_aculeatus,female,POQU|X|2009#29995,Canada,North America,POQU,52.601780387 N 131.703347232 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6311100,0.137685,45827171,4.02842,0.0094397,0.00106531,-0.0433527,-0.0546056,-0.088179,0.0329184,0.00986339,-0.0049661,-0.0167065,0.0281676,cluster_1,ingroup,NA
PRJNA485717,SAMN09813062,Gasterosteus_aculeatus,unknown,OBSM645,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6314013,0.137748,45770645,3.34974,-0.065633,-0.00838746,0.0211333,0.00568427,0.00649484,-0.00512171,-0.0285111,0.0282411,-0.0104126,0.0161436,cluster_3,ingroup,NA
PRJNA485717,SAMN09813056,Gasterosteus_aculeatus,unknown,OBSM635,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6315512,0.137781,45770834,3.34816,-0.0658283,-0.00827,0.0210915,0.00507275,0.00675922,-0.00467249,-0.0329431,0.0302962,-0.0122757,0.0185434,cluster_3,ingroup,NA
PRJNA374462,SAMN06323883,Gasterosteus_aculeatus,female,BOUL_X_2010#02,Canada,North America,BOUL,53.783625751 N 132.100340209 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6423586,0.140139,45828207,5.405,0.0521342,-0.00851264,-0.0776375,0.0433832,0.0452069,0.0243983,-9.27442e-4,-0.0143025,0.0468879,0.0339824,cluster_4,ingroup,NA
PRJNA485717,SAMN09813077,Gasterosteus_aculeatus,unknown,ARDH9,Scotland,Europe,ARDH,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6457268,0.140873,45772662,3.16881,-0.0641601,-0.00737894,0.0167316,0.0108099,0.00968677,0.00635693,-0.014953,0.0211856,-0.017768,0.063291,cluster_3,ingroup,NA
PRJNA374462,SAMN06323905,Gasterosteus_aculeatus,female,MAYR|X|2004#17,Canada,North America,MAYR,53.657404509 N 132.062371212 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6457409,0.140876,45828374,4.68066,0.046738300000000003,-0.00685499,-0.0905502,0.0598807,0.070325,0.0663271,-0.00658493,0.0267037,-0.0725833,-0.035271,cluster_4,ingroup,NA
PRJNA374462,SAMN06323885,Gasterosteus_aculeatus,female,COAT|X|2009#90234,Canada,North America,COAT,53.668602304 N 132.864534204 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6487915,0.141542,45827803,4.00717,0.032048599999999997,-0.00347741,-0.0477246,-0.0230871,-0.0401263,0.0108467,0.0070049,-0.0211647,0.0464988,0.0395895,cluster_4,ingroup,NA
PRJNA374462,SAMN06323917,Gasterosteus_aculeatus,female,RDSP|X|2012#70332,Canada,North America,RDSP,53.624899798 N 132.036489197 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6537926,0.142633,45827729,4.89564,0.0570671,-0.00871252,-0.0908347,0.070863399999999993,0.0886059,0.057505,-0.00727117,0.0226512,-0.0575414,-0.0326836,cluster_4,ingroup,NA
PRJNA374462,SAMN06323920,Gasterosteus_aculeatus,female,RDSP|X|2012#70353,Canada,North America,RDSP,53.624899798 N 132.036489197 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6562935,0.143179,45827849,4.60932,0.0539645,-0.00816636,-0.0895848,0.0655933,0.0803634,0.0612999,-0.00614506,0.024347,-0.0622001,-0.0318885,cluster_4,ingroup,NA
PRJNA387728,SAMN07162966,Gasterosteus_aculeatus,female,Trout,Canada,North America,Trout,49.50843 N 123.8761 W,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6598260,0.143949,45812689,4.66745,0.0679209,-0.0103748,0.0177518,-0.00363885,-0.0197246,-0.0174137,0.0116417,-0.0241257,0.0386589,0.0651563,cluster_4,ingroup,NA
PRJNA374462,SAMN06323898,Gasterosteus_aculeatus,female,MAYR_X_2009#05,Canada,North America,MAYR,53.657404509 N 132.062371212 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6687677,0.1459,45827614,4.45709,0.0452838,-0.00674776,-0.091996,0.0588575,0.0691991,0.0676238,-0.00562307,0.0282569,-0.0744538,-0.0381718,cluster_4,ingroup,NA
PRJNA374462,SAMN06323919,Gasterosteus_aculeatus,female,RDSP|X|2012#70346,Canada,North America,RDSP,53.624899798 N 132.036489197 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6748876,0.147235,45827150,4.13646,0.0553801,-0.00901735,-0.0912208,0.0706723,0.0871586,0.0599326,-0.00751388,0.0224972,-0.0542316,-0.0317076,cluster_4,ingroup,NA
PRJNA693136,SAMN17377807,Gasterosteus_aculeatus,missing,Jossavannet_9,Norway,Europe,Jossavannet,70.27 N 23.47 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6807794,0.148521,45784828,3.65192,-0.0666549,-0.00866576,0.0203303,0.0198145,0.0245329,0.0067485,0.389292,0.0682145,0.041602,-0.0341401,cluster_3,ingroup,NA
PRJNA374462,SAMN06323900,Gasterosteus_aculeatus,female,MAYR|X|2004#03,Canada,North America,MAYR,53.657404509 N 132.062371212 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6816269,0.148705,45827448,4.18877,0.0477605,-0.0070892,-0.0925474,0.0598976,0.0730248,0.0639601,-0.00653347,0.024559,-0.064343,-0.0328087,cluster_4,ingroup,NA
PRJNA374462,SAMN06323909,Gasterosteus_aculeatus,female,MAYR|X|2004#30,Canada,North America,MAYR,53.657404509 N 132.062371212 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6854237,0.149534,45827136,4.77406,0.0480382,-0.007039,-0.0926277,0.0608944,0.0720059,0.0662207,-0.0059984,0.0251908,-0.0681206,-0.0364907,cluster_4,ingroup,NA
PRJNA374462,SAMN06323916,Gasterosteus_aculeatus,female,RDSP|X|2012#70314,Canada,North America,RDSP,53.624899798 N 132.036489197 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6963224,0.151911,45826855,4.36006,0.0559394,-0.0089918,-0.0902811,0.0726624,0.0879098,0.0606102,-0.00787744,0.0246083,-0.0611978,-0.035024,cluster_4,ingroup,NA
PRJNA374462,SAMN06323881,Gasterosteus_aculeatus,female,BKW2_X_2010#01,Canada,North America,BKW2,53.375089 N 130.177378 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6980227,0.152282,45826830,5.43624,0.0511663,-0.00760969,-0.0388676,0.00454772,-0.0053733,-0.00999731,0.00422952,-0.0253673,0.0649301,0.0359878,cluster_4,ingroup,NA
PRJNA387728,SAMN07162954,Gasterosteus_aculeatus,male,Cedar,Canada,North America,Cedar,50.204813 N 125.5657 W,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,7088175,0.154637,45813225,4.95555,0.0425465,-0.00590109,-0.037232,-0.0171151,-0.0371881,-0.0231496,-0.0113306,-0.0152083,0.0611796,-0.0202937,cluster_4,ingroup,NA
PRJNA485717,SAMN09813057,Gasterosteus_aculeatus,unknown,OBSM636,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,7158035,0.156162,45769361,2.94561,-0.0653835,-0.00837076,0.0210853,0.00421454,0.00505204,-0.00522303,-0.0311349,0.0299706,-0.00934883,0.0170924,cluster_3,exclude,NA
PRJDB5056,SAMD00056792,Gasterosteus_aculeatus,male,SAMD00056792,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,7247547,0.158114,45814637,4.28377,0.103476,-0.0211917,0.152526,0.00468276,5.24118e-4,0.0293068,-0.0135437,0.0112836,-0.00652929,-0.0447329,cluster_5,ingroup,NA
PRJDB5056,SAMD00056788,Gasterosteus_aculeatus,female,SAMD00056788,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,7316367,0.159616,45814049,4.20559,0.101047,-0.0205065,0.146638,0.0059986,-0.00105568,0.0286165,-0.0118669,0.0114862,-0.00685191,-0.0421852,cluster_5,ingroup,NA
PRJNA374462,SAMN06323893,Gasterosteus_aculeatus,female,ESCP|X|1993#75_8,Canada,North America,ESCP,52.552792859 N 131.797371474 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,7533602,0.164355,45828819,4.7794,0.0204581,-7.20281e-4,-0.0448504,-0.0399863,-0.0653201,0.0249366,0.0104273,-0.013605,0.0133279,0.031074,cluster_1,ingroup,NA
PRJDB5056,SAMD00056789,Gasterosteus_aculeatus,female,SAMD00056789,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,7559548,0.164921,45814433,4.01507,0.101307,-0.0207755,0.14935,0.00668755,-6.55015e-4,0.0270373,-0.012368,0.0114146,-0.00669718,-0.0431552,cluster_5,ingroup,NA
PRJDB5056,SAMD00056795,Gasterosteus_aculeatus,male,SAMD00056795,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,7593686,0.165666,45817015,4.10644,0.104077,-0.0202283,0.148864,0.0107239,0.00593641,0.0408756,0.00496451,0.00193546,-0.0146286,0.00850683,cluster_5,ingroup,NA
PRJDB5056,SAMD00056801,Gasterosteus_aculeatus,male,SAMD00056801,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,7815162,0.170498,45813608,3.84962,0.101745,-0.0209827,0.148055,0.00587932,-7.48808e-4,0.0267342,-0.0137984,0.0122228,-0.00715396,-0.0424203,cluster_5,ingroup,NA
PRJDB5056,SAMD00056800,Gasterosteus_aculeatus,male,SAMD00056800,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,7990778,0.174329,45813378,3.78645,0.099779,-0.0205511,0.142227,0.00429569,1.91271e-4,0.025659,-0.0130849,0.00883769,-0.00233778,-0.038804,cluster_5,ingroup,NA
PRJNA374462,SAMN06323915,Gasterosteus_aculeatus,female,RDSP|X|2012#70311,Canada,North America,RDSP,53.624899798 N 132.036489197 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,8006969,0.174682,45826972,4.49221,0.0533431,-0.00845234,-0.0889576,0.0656951,0.081311,0.0600993,-0.00631545,0.023784,-0.0588691,-0.0321107,cluster_4,ingroup,NA
PRJNA387728,SAMN07162959,Gasterosteus_aculeatus,female,North,Canada,North America,North,49.748275 N 123.9703 W,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,8610957,0.187859,45810950,3.72428,0.0233733,-0.00146541,-0.0356571,-0.036771,-0.0672202,0.0192847,0.0109701,-0.0109721,0.0053592,0.0262763,cluster_1,ingroup,NA
PRJNA387728,SAMN07162956,Gasterosteus_aculeatus,female,Hoggan,Canada,North America,Hoggan,49.152667 N 123.8282 W,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,8677436,0.189309,45807891,3.73672,0.0741724,-0.0119289,0.0461579,-0.0052675,-0.0174279,-0.00474242,0.0126883,-0.0198624,0.032071,0.0684707,cluster_4,ingroup,NA
PRJNA374462,SAMN06323935,Gasterosteus_aculeatus,female,WATT_X_2009#05,Canada,North America,WATT,53.764633599 N 132.070859784 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,8708728,0.189992,45825806,3.75881,0.0563716,-0.0086268,-0.0797477,0.0588699,0.0696194,0.0339047,-0.00348081,0.00458165,-0.0112067,-0.00410142,cluster_4,ingroup,NA
PRJDB5056,SAMD00056784,Gasterosteus_aculeatus,female,SAMD00056784,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,8836607,0.192782,45812695,3.37709,0.104872,-0.0207827,0.151247,0.0118357,0.00469633,0.0432732,0.00535218,0.00129878,-0.0132876,0.0102691,cluster_5,ingroup,NA
PRJDB5056,SAMD00056798,Gasterosteus_aculeatus,male,SAMD00056798,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,8970798,0.195709,45812951,3.26576,0.105468,-0.0205262,0.14959,0.0106658,0.00595745,0.0399944,0.00458854,0.001642,-0.0118364,0.0122491,cluster_5,ingroup,NA
PRJNA387728,SAMN07162962,Gasterosteus_aculeatus,male,Paq,Canada,North America,Paq,49.613543 N 124.0229 W,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,8974182,0.195783,45805815,3.23572,0.0383688,-0.00594567,-0.018689,-0.0269708,-0.0520669,-8.66536e-4,-0.00747798,-0.0105629,0.0341666,-0.0121946,cluster_4,ingroup,NA
PRJDB5056,SAMD00056779,Gasterosteus_aculeatus,missing,SAMD00056779,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,9058453,0.197622,45814338,3.52909,0.0077573,8.52415e-4,-0.0389981,-0.07842,-0.127588,0.0412485,-0.00774412,0.0312224,-0.0884484,-0.0729693,cluster_1,ingroup,NA
PRJNA693136,SAMN17377785,Gasterosteus_aculeatus,male,Klubbvatnet_7,Norway,Europe,Klubbvatnet,70.36 N 23.37 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,9409078,0.205271,45777087,2.77775,-0.0661675,-0.00988775,0.0245207,0.0132166,0.0206311,-0.010396,0.0254489,-0.330038,-0.0896396,-0.053002,cluster_3,exclude,NA
PRJDB5056,SAMD00056790,Gasterosteus_aculeatus,female,SAMD00056790,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,9517995,0.207647,45808847,2.94331,0.101048,-0.0208969,0.148403,0.00571238,2.62339e-4,0.0283492,-0.0138217,0.0104359,-0.00389963,-0.0415515,cluster_5,exclude,NA
PRJDB5056,SAMD00056771,Gasterosteus_aculeatus,missing,SAMD00056771,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,9599644,0.209428,45811405,3.06932,0.00780637,0.00103874,-0.0396759,-0.07869,-0.127877,0.0408008,-0.00497768,0.0312752,-0.087378,-0.0695748,cluster_1,exclude,NA
PRJNA374462,SAMN06323921,Gasterosteus_aculeatus,female,RDSP|X|2012#70364,Canada,North America,RDSP,53.624899798 N 132.036489197 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,9677688,0.211131,45826642,3.6318,0.0544421,-0.00837535,-0.0908436,0.0674875,0.0843062,0.0582547,-0.00733694,0.0206705,-0.0529702,-0.0295754,cluster_4,exclude,NA
PRJDB5056,SAMD00056796,Gasterosteus_aculeatus,male,SAMD00056796,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,9743396,0.212564,45813762,3.08172,0.104668,-0.0199659,0.149113,0.0109333,0.00523381,0.0412278,0.00639874,5.55271e-4,-0.011778,0.0113364,cluster_5,exclude,NA
PRJDB5056,SAMD00056778,Gasterosteus_aculeatus,missing,SAMD00056778,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,9784891,0.21347,45810941,3.36882,0.00755026,0.00108817,-0.0394561,-0.0813959,-0.129314,0.0423595,-0.00596013,0.0332114,-0.0906322,-0.0738519,cluster_1,exclude,NA
PRJDB5056,SAMD00056803,Gasterosteus_aculeatus,male,SAMD00056803,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,9838574,0.214641,45812069,2.88125,0.102296,-0.0198087,0.143947,0.0118419,0.00230979,0.0416366,0.0053957400000000004,0.00137499,-0.00992183,0.0107702,cluster_5,exclude,NA
PRJNA374462,SAMN06323936,Gasterosteus_aculeatus,female,WDPL_X_2009#05,Canada,North America,WDPL,53.647121802 N 132.098328481 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,9851459,0.214922,45824698,2.947,0.0597764,-0.00970832,-0.076483400000000007,0.0651333,0.0780444,0.0409435,-0.00693121,0.00998938,-0.0234923,-0.0100172,cluster_4,exclude,NA
PRJDB5056,SAMD00056799,Gasterosteus_aculeatus,male,SAMD00056799,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,9952810,0.217133,45808233,2.85697,0.103035,-0.0209601,0.15191,0.00487055,0.00409533,0.0282107,-0.0106682,0.0120242,-0.00928571,-0.0387168,cluster_5,exclude,NA
PRJDB5056,SAMD00056767,Gasterosteus_aculeatus,missing,SAMD00056767,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,10823838,0.236136,45811210,2.76485,0.00720215,0.00100153,-0.0388111,-0.0806951,-0.12825,0.0374667,-0.00553604,0.0317492,-0.0873318,-0.0702501,cluster_1,exclude,NA
PRJNA374462,SAMN06323880,Gasterosteus_aculeatus,male,BK70_X_2010#02,Canada,North America,BK70,53.358478 N 130.157146 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,10854087,0.236796,45819976,4.90987,0.0397169,-0.00629913,-0.0424335,-0.012891,-0.0295329,-0.0116335,-0.00864331,-0.0145162,0.062247,-0.00800945,cluster_4,exclude,NA
PRJDB5056,SAMD00056793,Gasterosteus_aculeatus,male,SAMD00056793,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,11090477,0.241953,45807346,2.61111,0.0984855,-0.0202216,0.138795,0.00743202,-0.00237747,0.0273792,-0.0110667,0.0103591,-0.0048314,-0.0395429,cluster_5,exclude,NA
PRJDB5056,SAMD00056786,Gasterosteus_aculeatus,female,SAMD00056786,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,11219662,0.244771,45806753,2.55624,0.101023,-0.0215105,0.147922,0.00634601,-5.25971e-4,0.0283121,-0.014294,0.0097377,-0.00313141,-0.0436726,cluster_5,exclude,NA
PRJDB5056,SAMD00056770,Gasterosteus_aculeatus,missing,SAMD00056770,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,11232410,0.245049,45810855,2.67401,0.00657441,6.49504e-4,-0.0399358,-0.0795213,-0.130402,0.0428673,-0.00488271,0.0334678,-0.0916028,-0.0711021,cluster_1,exclude,NA
PRJDB5056,SAMD00056765,Gasterosteus_aculeatus,missing,SAMD00056765,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,11426798,0.24929,45811049,2.67958,0.00812209,0.00104882,-0.0410685,-0.0829781,-0.133688,0.04154,-0.00554478,0.0306507,-0.0847279,-0.0677321,cluster_1,exclude,NA
PRJDB5056,SAMD00056797,Gasterosteus_aculeatus,male,SAMD00056797,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,11567545,0.25236,45811097,2.46685,0.103331,-0.0198036,0.14465,0.0130715,0.00346284,0.0404427,0.00462706,-5.54653e-4,-0.0133618,0.00784485,cluster_5,exclude,NA
PRJDB5056,SAMD00056787,Gasterosteus_aculeatus,female,SAMD00056787,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,11789644,0.257206,45806761,2.45779,0.10182,-0.0206538,0.1505,0.00667159,0.00291443,0.0280546,-0.0089735,0.0119321,-0.00963926,-0.0412729,cluster_5,exclude,NA
PRJNA387728,SAMN07162964,Gasterosteus_aculeatus,female,Stowell,Canada,North America,Stowell,48.781861 N 123.4441 W,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,11955298,0.26082,45805966,2.72519,0.0668118,-0.0104986,0.0230785,-0.00798528,-0.0169727,-0.00583957,0.00954892,-0.0268058,0.0405803,0.0683328,cluster_4,exclude,NA
PRJDB5056,SAMD00056791,Gasterosteus_aculeatus,male,SAMD00056791,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,12151513,0.2651,45808495,2.45828,0.101588,-0.0208384,0.14783,0.00724735,0.00183593,0.0289904,-0.0126776,0.0120106,-0.00874731,-0.0418351,cluster_5,exclude,NA
PRJNA693136,SAMN17377787,Gasterosteus_aculeatus,female,Klubbvatnet_8,Norway,Europe,Klubbvatnet,70.36 N 23.37 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,12748777,0.278131,45783378,2.04402,-0.0650312,-0.0090381,0.0199728,0.0181977,0.0260164,1.84083e-5,0.0416234,-0.353049,-0.0987454,-0.0115477,cluster_3,exclude,NA
PRJDB5056,SAMD00056769,Gasterosteus_aculeatus,missing,SAMD00056769,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,12892646,0.281269,45809595,2.30761,0.00741055,0.00133402,-0.0406907,-0.0834632,-0.133094,0.0418495,-0.00425043,0.0341122,-0.0926867,-0.0774227,cluster_1,exclude,NA
PRJDB5056,SAMD00056785,Gasterosteus_aculeatus,female,SAMD00056785,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,13005193,0.283725,45809395,2.19326,0.102265,-0.0202664,0.14423,0.0134964,0.00428219,0.0370724,0.00619392,9.58319e-4,-0.00990507,0.0130763,cluster_5,exclude,NA
PRJDB5056,SAMD00056794,Gasterosteus_aculeatus,male,SAMD00056794,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,13459786,0.293642,45804266,2.05843,0.102509,-0.0210506,0.150272,0.00545045,0.00175133,0.0286566,-0.0120303,0.0117215,-0.00887839,-0.0395983,cluster_5,exclude,NA
PRJNA387728,SAMN07162970,Gasterosteus_aculeatus,female,Salmon River,Canada,North America,Salmon River,49.175163 N 122.5943 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,13514759,0.294841,45805952,1.58157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJNA387728,SAMN07162951,Gasterosteus_aculeatus,male,Black,Canada,North America,Black,48.773234 N 125.0966 W,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,13793392,0.30092,45804349,1.57409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJDB5056,SAMD00056780,Gasterosteus_aculeatus,missing,SAMD00056780,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,13832890,0.301782,45809039,2.16065,0.00790998,9.76868e-4,-0.0397898,-0.0809399,-0.129798,0.0400654,-0.00523422,0.0282158,-0.0837422,-0.0692191,cluster_1,exclude,NA
PRJDB5056,SAMD00056781,Gasterosteus_aculeatus,missing,SAMD00056781,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,14045786,0.306426,45805944,1.95088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJDB5056,SAMD00056782,Gasterosteus_aculeatus,missing,SAMD00056782,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,14105297,0.307725,45808160,2.11317,0.00692869,0.00135014,-0.0402225,-0.0828656,-0.131011,0.0413594,-0.0053361,0.0312275,-0.0910444,-0.073349,cluster_1,exclude,NA
PRJNA693136,SAMN17377793,Gasterosteus_aculeatus,female,Klubbvatnet_15,Norway,Europe,Klubbvatnet,70.36 N 23.37 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,14262131,0.311146,45780551,1.85998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJNA693136,SAMN17377782,Gasterosteus_aculeatus,female,Klubbvatnet_6,Norway,Europe,Klubbvatnet,70.36 N 23.37 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,14266865,0.31125,45785542,1.78425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJDB5056,SAMD00056773,Gasterosteus_aculeatus,missing,SAMD00056773,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,14361803,0.313321,45807019,1.90318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJDB5056,SAMD00056777,Gasterosteus_aculeatus,missing,SAMD00056777,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,14422614,0.314647,45808926,2.04663,0.00610726,-4.73734e-5,-0.0394956,-0.0798428,-0.132104,0.0404265,-0.00500729,0.0327359,-0.0894926,-0.0697793,cluster_1,exclude,NA
PRJDB5056,SAMD00056768,Gasterosteus_aculeatus,missing,SAMD00056768,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,14427063,0.314744,45809046,1.97493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJDB5056,SAMD00056776,Gasterosteus_aculeatus,missing,SAMD00056776,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,15012510,0.327517,45807255,1.86268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJDB5056,SAMD00056772,Gasterosteus_aculeatus,missing,SAMD00056772,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,15415268,0.336303,45806077,1.72183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJNA693136,SAMN17377796,Gasterosteus_aculeatus,male,Jossavannet_2,Norway,Europe,Jossavannet,70.27 N 23.47 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,15935381,0.34765,45779710,1.53177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
