BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Strain	Breed	Cultivar
PRJNA612146	SRR12601967	WGS	300	9261476400	SAMN14363222	3806909370	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085425	Illumina HiSeq 4000	144	PAIRED	RANDOM	GENOMIC	Hippocampus_hippocampus	ILLUMINA	2020-09-06T00:00:00Z	Hhc_18	SRP280296	Model organism or animal	missing	muscle-144	Not applicable	missing	missing-144	Tunis\, Tunisia	Not applicable	Not applicable	Not applicable-144
PRJNA612146	SRR12601973	WGS	300	7071833400	SAMN14363217	2847648352	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085419	Illumina HiSeq 4000	139	PAIRED	RANDOM	GENOMIC	Hippocampus_hippocampus	ILLUMINA	2020-09-06T00:00:00Z	Hhc_11	SRP280296	Model organism or animal	missing	muscle-139	Not applicable	missing	missing-139	Tunis\, Tunisia	Not applicable	Not applicable	Not applicable-139
PRJNA612146	SRR12601975	WGS	300	9060041400	SAMN14363215	3684371507	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085417	Illumina HiSeq 4000	137	PAIRED	RANDOM	GENOMIC	Hippocampus_hippocampus	ILLUMINA	2020-09-06T00:00:00Z	Hhc_7	SRP280296	Model organism or animal	missing	muscle-137	Not applicable	missing	missing-137	Las Palmas\, Spain	Not applicable	Not applicable	Not applicable-137
PRJNA612146	SRR12601976	WGS	300	6217712100	SAMN14363214	2537192030	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085416	Illumina HiSeq 4000	136	PAIRED	RANDOM	GENOMIC	Hippocampus_hippocampus	ILLUMINA	2020-09-06T00:00:00Z	Hhc_6	SRP280296	Model organism or animal	missing	muscle-136	Not applicable	missing	missing-136	Las Palmas\, Spain	Not applicable	Not applicable	Not applicable-136
PRJNA612146	SRR12601980	WGS	300	11201358300	SAMN14363308	4733679874	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085412	Illumina HiSeq 4000	230	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_2	SRP280296	Model organism or animal	missing	muscle-230	Not applicable	missing	missing-230	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-230
PRJNA612146	SRR12601982	WGS	300	9578211600	SAMN14363306	3726131861	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085410	Illumina HiSeq 4000	228	PAIRED	RANDOM	GENOMIC	Hippocampus_kelloggi	ILLUMINA	2020-09-06T00:00:00Z	Hkg_21	SRP280296	Model organism or animal	missing	muscle-228	Not applicable	missing	missing-228	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-228
PRJNA612146	SRR12601985	WGS	300	8009379600	SAMN14363303	3312100080	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085407	Illumina HiSeq 4000	225	PAIRED	RANDOM	GENOMIC	Hippocampus_kelloggi	ILLUMINA	2020-09-06T00:00:00Z	Hkg_17	SRP280296	Model organism or animal	missing	muscle-225	Not applicable	missing	missing-225	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-225
PRJNA612146	SRR12601986	WGS	300	6062046300	SAMN14363302	2503174832	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085406	Illumina HiSeq 4000	224	PAIRED	RANDOM	GENOMIC	Hippocampus_kelloggi	ILLUMINA	2020-09-06T00:00:00Z	Hkg_16	SRP280296	Model organism or animal	missing	muscle-224	Not applicable	missing	missing-224	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-224
PRJNA612146	SRR12601988	WGS	300	7525041900	SAMN14363300	3105244137	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085404	Illumina HiSeq 4000	222	PAIRED	RANDOM	GENOMIC	Hippocampus_kelloggi	ILLUMINA	2020-09-06T00:00:00Z	Hkg_14	SRP280296	Model organism or animal	missing	muscle-222	Not applicable	missing	missing-222	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-222
PRJNA612146	SRR12601990	WGS	300	8653630200	SAMN14363101	3353061197	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085402	Illumina HiSeq 4000	23	PAIRED	RANDOM	GENOMIC	Hippocampus_algiricus	ILLUMINA	2020-09-06T00:00:00Z	Hag_8	SRP280296	Model organism or animal	missing	muscle-23	Not applicable	missing	missing-23	Luanda\, Angola	Not applicable	Not applicable	Not applicable-23
PRJNA612146	SRR12601994	WGS	300	8587749300	SAMN14363295	3533290291	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085398	Illumina HiSeq 4000	217	PAIRED	RANDOM	GENOMIC	Hippocampus_kelloggi	ILLUMINA	2020-09-06T00:00:00Z	Hkg_9	SRP280296	Model organism or animal	missing	muscle-217	Not applicable	missing	missing-217	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-217
PRJNA612146	SRR12601996	WGS	300	5766381600	SAMN14363293	2390932537	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085396	Illumina HiSeq 4000	215	PAIRED	RANDOM	GENOMIC	Hippocampus_kelloggi	ILLUMINA	2020-09-06T00:00:00Z	Hkg_7	SRP280296	Model organism or animal	missing	muscle-215	Not applicable	missing	missing-215	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-215
PRJNA612146	SRR12601998	WGS	300	7000456500	SAMN14363291	2843830931	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085394	Illumina HiSeq 4000	213	PAIRED	RANDOM	GENOMIC	Hippocampus_kelloggi	ILLUMINA	2020-09-06T00:00:00Z	Hkg_5	SRP280296	Model organism or animal	missing	muscle-213	Not applicable	missing	missing-213	Colombo\, Sri Lanka	Not applicable	Not applicable	Not applicable-213
PRJNA612146	SRR12601999	WGS	300	6011372700	SAMN14363290	2534702231	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085393	Illumina HiSeq 4000	212	PAIRED	RANDOM	GENOMIC	Hippocampus_kelloggi	ILLUMINA	2020-09-06T00:00:00Z	Hkg_4	SRP280296	Model organism or animal	missing	muscle-212	Not applicable	missing	missing-212	Colombo\, Sri Lanka	Not applicable	Not applicable	Not applicable-212
PRJNA612146	SRR12602001	WGS	300	8930477400	SAMN14363100	3451144772	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085391	Illumina HiSeq 4000	22	PAIRED	RANDOM	GENOMIC	Hippocampus_algiricus	ILLUMINA	2020-09-06T00:00:00Z	Hag_6	SRP280296	Model organism or animal	missing	muscle-22	Not applicable	missing	missing-22	Luanda\, Angola	Not applicable	Not applicable	Not applicable-22
PRJNA612146	SRR12601662	WGS	300	8405765400	SAMN14363176	3216423376	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085730	Illumina HiSeq 4000	98	PAIRED	RANDOM	GENOMIC	Hippocampus_erectus	ILLUMINA	2020-09-06T00:00:00Z	Het_9	SRP280296	Model organism or animal	missing	muscle-98	Not applicable	missing	missing-98	Tampa\, US	Not applicable	Not applicable	Not applicable-98
PRJNA612146	SRR12601665	WGS	300	8115546600	SAMN14363173	3130233691	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085727	Illumina HiSeq 4000	95	PAIRED	RANDOM	GENOMIC	Hippocampus_erectus	ILLUMINA	2020-09-06T00:00:00Z	Het_6	SRP280296	Model organism or animal	missing	muscle-95	Not applicable	missing	missing-95	Chesapeake Bay\, US	Not applicable	Not applicable	Not applicable-95
PRJNA612146	SRR12601667	WGS	300	7621619100	SAMN14363171	2916997679	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085725	Illumina HiSeq 4000	93	PAIRED	RANDOM	GENOMIC	Hippocampus_erectus	ILLUMINA	2020-09-06T00:00:00Z	Het_3	SRP280296	Model organism or animal	missing	muscle-93	Not applicable	missing	missing-93	Chesapeake Bay\, US	Not applicable	Not applicable	Not applicable-93
PRJNA612146	SRR12601669	WGS	300	7760262600	SAMN14363169	3073933655	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085723	Illumina HiSeq 4000	91	PAIRED	RANDOM	GENOMIC	Hippocampus_erectus	ILLUMINA	2020-09-06T00:00:00Z	Het_1	SRP280296	Model organism or animal	missing	muscle-91	Not applicable	missing	missing-91	Chesapeake Bay\, US	Not applicable	Not applicable	Not applicable-91
PRJNA612146	SRR12601671	WGS	300	7253473800	SAMN14363168	2910411113	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085721	Illumina HiSeq 4000	90	PAIRED	RANDOM	GENOMIC	Hippocampus_capensis	ILLUMINA	2020-09-06T00:00:00Z	Hcp_S5	SRP280296	Model organism or animal	missing	muscle-90	Not applicable	missing	missing-90	Cape Town\, South Africa	Not applicable	Not applicable	Not applicable-90
PRJNA612146	SRR12601673	WGS	300	7962517500	SAMN14363166	3146626359	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085719	Illumina HiSeq 4000	88	PAIRED	RANDOM	GENOMIC	Hippocampus_capensis	ILLUMINA	2020-09-06T00:00:00Z	Hcp_S19	SRP280296	Model organism or animal	missing	muscle-88	Not applicable	missing	missing-88	Cape Town\, South Africa	Not applicable	Not applicable	Not applicable-88
PRJNA612146	SRR12601677	WGS	300	6535508700	SAMN14363162	2642795138	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085715	Illumina HiSeq 4000	84	PAIRED	RANDOM	GENOMIC	Hippocampus_capensis	ILLUMINA	2020-09-06T00:00:00Z	Hcp_6	SRP280296	Model organism or animal	missing	muscle-84	Not applicable	missing	missing-84	Cape Town\, South Africa	Not applicable	Not applicable	Not applicable-84
PRJNA612146	SRR12601679	WGS	300	7863396000	SAMN14363160	3141892665	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085713	Illumina HiSeq 4000	82	PAIRED	RANDOM	GENOMIC	Hippocampus_comes	ILLUMINA	2020-09-06T00:00:00Z	Hcm_19	SRP280296	Model organism or animal	missing	muscle-82	Not applicable	missing	missing-82	Banjarmasin\, Malaysia	Not applicable	Not applicable	Not applicable-82
PRJNA612146	SRR12601680	WGS	300	14171242200	SAMN14363159	5304410886	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085712	Illumina HiSeq 4000	81	PAIRED	RANDOM	GENOMIC	Hippocampus_comes	ILLUMINA	2020-09-06T00:00:00Z	Hcm_18	SRP280296	Model organism or animal	missing	muscle-81	Not applicable	missing	missing-81	Banjarmasin\, Malaysia	Not applicable	Not applicable	Not applicable-81
PRJNA612146	SRR12601682	WGS	300	19581433800	SAMN14363158	7514448824	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085710	Illumina HiSeq 4000	80	PAIRED	RANDOM	GENOMIC	Hippocampus_comes	ILLUMINA	2020-09-06T00:00:00Z	Hcm_17	SRP280296	Model organism or animal	missing	muscle-80	Not applicable	missing	missing-80	Banjarmasin\, Malaysia	Not applicable	Not applicable	Not applicable-80
PRJNA612146	SRR12601683	WGS	300	6229756800	SAMN14363157	2670540574	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085709	Illumina HiSeq 4000	79	PAIRED	RANDOM	GENOMIC	Hippocampus_comes	ILLUMINA	2020-09-06T00:00:00Z	Hcm_16	SRP280296	Model organism or animal	missing	muscle-79	Not applicable	missing	missing-79	Banjarmasin\, Malaysia	Not applicable	Not applicable	Not applicable-79
PRJNA612146	SRR12601684	WGS	300	6056724000	SAMN14363156	2570066639	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085708	Illumina HiSeq 4000	78	PAIRED	RANDOM	GENOMIC	Hippocampus_comes	ILLUMINA	2020-09-06T00:00:00Z	Hcm_15	SRP280296	Model organism or animal	missing	muscle-78	Not applicable	missing	missing-78	Banjarmasin\, Malaysia	Not applicable	Not applicable	Not applicable-78
PRJNA612146	SRR12601686	WGS	300	6368951100	SAMN14363154	2712634062	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085706	Illumina HiSeq 4000	76	PAIRED	RANDOM	GENOMIC	Hippocampus_comes	ILLUMINA	2020-09-06T00:00:00Z	Hcm_13	SRP280296	Model organism or animal	missing	muscle-76	Not applicable	missing	missing-76	Banjarmasin\, Malaysia	Not applicable	Not applicable	Not applicable-76
PRJNA612146	SRR12601689	WGS	300	6521502900	SAMN14363151	2782210264	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085559	Illumina HiSeq 4000	73	PAIRED	RANDOM	GENOMIC	Hippocampus_comes	ILLUMINA	2020-09-06T00:00:00Z	Hcm_10	SRP280296	Model organism or animal	missing	muscle-73	Not applicable	missing	missing-73	Banjarmasin\, Malaysia	Not applicable	Not applicable	Not applicable-73
PRJNA612146	SRR12601691	WGS	300	14718443100	SAMN14363117	6239436823	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085701	Illumina HiSeq 4000	39	PAIRED	RANDOM	GENOMIC	Hippocampus_barbouri	ILLUMINA	2020-09-06T00:00:00Z	Hbb_5	SRP280296	Model organism or animal	missing	muscle-39	Not applicable	missing	missing-39	Xiamen\, China	Not applicable	Not applicable	Not applicable-39
PRJNA612146	SRR12601693	WGS	300	6942015600	SAMN14363115	2916359575	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085699	Illumina HiSeq 4000	37	PAIRED	RANDOM	GENOMIC	Hippocampus_barbouri	ILLUMINA	2020-09-06T00:00:00Z	Hbb_3	SRP280296	Model organism or animal	missing	muscle-37	Not applicable	missing	missing-37	Xiamen\, China	Not applicable	Not applicable	Not applicable-37
PRJNA612146	SRR12601695	WGS	300	8094512700	SAMN14363435	3326963591	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085697	Illumina HiSeq 4000	357	PAIRED	RANDOM	GENOMIC	Hippocampus_zosterae	ILLUMINA	2020-09-06T00:00:00Z	Hzt_S1	SRP280296	Model organism or animal	missing	muscle-357	Not applicable	missing	missing-357	Tampa\, US	Not applicable	Not applicable	Not applicable-357
PRJNA612146	SRR12601698	WGS	300	8275495500	SAMN14363432	3260319086	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085694	Illumina HiSeq 4000	354	PAIRED	RANDOM	GENOMIC	Hippocampus_zosterae	ILLUMINA	2020-09-06T00:00:00Z	Hzt_18	SRP280296	Model organism or animal	missing	muscle-354	Not applicable	missing	missing-354	Tampa\, US	Not applicable	Not applicable	Not applicable-354
PRJNA612146	SRR12601701	WGS	300	10366708800	SAMN14363429	4046509302	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085691	Illumina HiSeq 4000	351	PAIRED	RANDOM	GENOMIC	Hippocampus_zosterae	ILLUMINA	2020-09-06T00:00:00Z	Hzt_14	SRP280296	Model organism or animal	missing	muscle-351	Not applicable	missing	missing-351	Tampa\, US	Not applicable	Not applicable	Not applicable-351
PRJNA612146	SRR12601703	WGS	300	10496903100	SAMN14363428	3968886795	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085689	Illumina HiSeq 4000	350	PAIRED	RANDOM	GENOMIC	Hippocampus_zosterae	ILLUMINA	2020-09-06T00:00:00Z	Hzt_13	SRP280296	Model organism or animal	missing	muscle-350	Not applicable	missing	missing-350	Tampa\, US	Not applicable	Not applicable	Not applicable-350
PRJNA612146	SRR12601707	WGS	300	9748743000	SAMN14363424	3803576517	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085685	Illumina HiSeq 4000	346	PAIRED	RANDOM	GENOMIC	Hippocampus_zosterae	ILLUMINA	2020-09-06T00:00:00Z	Hzt_9	SRP280296	Model organism or animal	missing	muscle-346	Not applicable	missing	missing-346	Tampa\, US	Not applicable	Not applicable	Not applicable-346
PRJNA612146	SRR12601710	WGS	300	9912626100	SAMN14363421	3847964353	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085682	Illumina HiSeq 4000	343	PAIRED	RANDOM	GENOMIC	Hippocampus_zosterae	ILLUMINA	2020-09-06T00:00:00Z	Hzt_6	SRP280296	Model organism or animal	missing	muscle-343	Not applicable	missing	missing-343	Tampa\, US	Not applicable	Not applicable	Not applicable-343
PRJNA612146	SRR12601712	WGS	300	8867704200	SAMN14363419	3475221865	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085680	Illumina HiSeq 4000	341	PAIRED	RANDOM	GENOMIC	Hippocampus_zosterae	ILLUMINA	2020-09-06T00:00:00Z	Hzt_4	SRP280296	Model organism or animal	missing	muscle-341	Not applicable	missing	missing-341	Tampa\, US	Not applicable	Not applicable	Not applicable-341
PRJNA612146	SRR12601715	WGS	300	9172014600	SAMN14363417	3640890488	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085677	Illumina HiSeq 4000	339	PAIRED	RANDOM	GENOMIC	Hippocampus_zosterae	ILLUMINA	2020-09-06T00:00:00Z	Hzt_2	SRP280296	Model organism or animal	missing	muscle-339	Not applicable	missing	missing-339	Tampa\, US	Not applicable	Not applicable	Not applicable-339
PRJNA612146	SRR12601716	WGS	300	9040448400	SAMN14363416	3517087024	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085676	Illumina HiSeq 4000	338	PAIRED	RANDOM	GENOMIC	Hippocampus_zosterae	ILLUMINA	2020-09-06T00:00:00Z	Hzt_1	SRP280296	Model organism or animal	missing	muscle-338	Not applicable	missing	missing-338	Tampa\, US	Not applicable	Not applicable	Not applicable-338
PRJNA612146	SRR12601717	WGS	300	6799177500	SAMN14363415	2637603332	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085675	Illumina HiSeq 4000	337	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_24	SRP280296	Model organism or animal	missing	muscle-337	Not applicable	missing	missing-337	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-337
PRJNA612146	SRR12601718	WGS	300	9866972400	SAMN14363414	3761822385	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085674	Illumina HiSeq 4000	336	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_20	SRP280296	Model organism or animal	missing	muscle-336	Not applicable	missing	missing-336	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-336
PRJNA612146	SRR12601720	WGS	300	10010550600	SAMN14363412	3808210232	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085672	Illumina HiSeq 4000	334	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_18	SRP280296	Model organism or animal	missing	muscle-334	Not applicable	missing	missing-334	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-334
PRJNA612146	SRR12601721	WGS	300	8820263400	SAMN14363411	3501754740	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085671	Illumina HiSeq 4000	333	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_17	SRP280296	Model organism or animal	missing	muscle-333	Not applicable	missing	missing-333	Lingshui\, Hainan Province	Not applicable	Not applicable	Not applicable-333
PRJNA612146	SRR12601723	WGS	300	8573039100	SAMN14363409	3234832185	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085669	Illumina HiSeq 4000	331	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_14	SRP280296	Model organism or animal	missing	muscle-331	Not applicable	missing	missing-331	Lingshui\, Hainan Province	Not applicable	Not applicable	Not applicable-331
PRJNA612146	SRR12601725	WGS	300	16190114700	SAMN14363408	6148433551	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085631	Illumina HiSeq 4000	330	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_13	SRP280296	Model organism or animal	missing	muscle-330	Not applicable	missing	missing-330	Lingshui\, Hainan Province	Not applicable	Not applicable	Not applicable-330
PRJNA612146	SRR12601727	WGS	300	11602566900	SAMN14363374	4660712527	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085665	Illumina HiSeq 4000	296	PAIRED	RANDOM	GENOMIC	Hippocampus_subelongatus	ILLUMINA	2020-09-06T00:00:00Z	Hsl_13	SRP280296	Model organism or animal	missing	muscle-296	Not applicable	missing	missing-296	Perth\, Austrilia	Not applicable	Not applicable	Not applicable-296
PRJNA612146	SRR12601729	WGS	300	8246871900	SAMN14363372	3288244120	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085663	Illumina HiSeq 4000	294	PAIRED	RANDOM	GENOMIC	Hippocampus_subelongatus	ILLUMINA	2020-09-06T00:00:00Z	Hsl_11	SRP280296	Model organism or animal	missing	muscle-294	Not applicable	missing	missing-294	Perth\, Austrilia	Not applicable	Not applicable	Not applicable-294
