BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	ArrayExpress-SPECIES	Subject_ID	Alias	ENA_CHECKLIST
PRJEB15289	ERR1749486	WGS	302	32476210542	SAMEA4033269	13785198917	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818666	HiSeq X Ten	DN461233J:F6	PAIRED	RANDOM	GENOMIC	Eclectochromis_ornatus	ILLUMINA	2016-12-07T00:00:00Z	cb574350-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Protomelas ornatus	NA	NA	NA
PRJEB15289	ERR1749489	WGS	302	32372652024	SAMEA4032057	13640106777	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818669	HiSeq X Ten	DN461233J:A7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cb7aa9d0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	NA
PRJEB15289	ERR1749491	WGS	302	33874689190	SAMEA4032058	14316185690	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818671	HiSeq X Ten	DN461233J:C7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cb8fdf80-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	NA
PRJEB15289	ERR1749493	WGS	302	30169916572	SAMEA4032059	13273434715	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818673	HiSeq X Ten	DN461233J:E7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cba5ff90-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	NA
PRJEB15289	ERR1749496	WGS	302	38004089210	SAMEA4033274	16568170760	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818676	HiSeq X Ten	DN461233J:H7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cbc45d00-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	NA
PRJEB15289	ERR1749497	WGS	302	37198616252	SAMEA4032061	16183756914	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818677	HiSeq X Ten	DN461233J:A8	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cbd043e0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	NA
PRJEB15289	ERR1749499	WGS	302	28169926404	SAMEA4032064	12394362576	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818679	HiSeq X Ten	DN461233J:C8	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cbe94a20-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	NA
PRJEB15289	ERR1749504	WGS	302	34296025698	SAMEA4033278	14693818847	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818684	HiSeq X Ten	DN461233J:H8	PAIRED	RANDOM	GENOMIC	Maylandia_zebra	ILLUMINA	2016-12-07T00:00:00Z	cc385480-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia zebra	NA	NA	NA
PRJEB15289	ERR1749506	WGS	302	33812803048	SAMEA4033279	14549433106	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818686	HiSeq X Ten	DN461233J:B9	PAIRED	RANDOM	GENOMIC	Maylandia_zebra	ILLUMINA	2016-12-07T00:00:00Z	cc52e160-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia zebra	NA	NA	NA
PRJEB15289	ERR1749508	WGS	302	34315509530	SAMEA4033280	14862859207	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818688	HiSeq X Ten	DN461233J:D9	PAIRED	RANDOM	GENOMIC	Maylandia_zebra	ILLUMINA	2016-12-07T00:00:00Z	cc6a8810-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia zebra	NA	NA	NA
PRJEB15289	ERR1749510	WGS	302	34168450328	SAMEA4033281	14496010004	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818690	HiSeq X Ten	DN461233J:F9	PAIRED	RANDOM	GENOMIC	Maylandia_zebra	ILLUMINA	2016-12-07T00:00:00Z	cc856310-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia zebra	NA	NA	NA
PRJEB15289	ERR1749512	WGS	302	35393158478	SAMEA4033282	15135366389	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818692	HiSeq X Ten	DN461233J:H9	PAIRED	RANDOM	GENOMIC	Maylandia_zebra	ILLUMINA	2016-12-07T00:00:00Z	cc99fc80-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia zebra	NA	NA	NA
PRJEB15289	ERR1749514	WGS	302	36334827396	SAMEA4033283	15799385323	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818694	HiSeq X Ten	DN461233J:B10	PAIRED	RANDOM	GENOMIC	Maylandia_zebra	ILLUMINA	2016-12-07T00:00:00Z	ccb302c0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia zebra	NA	NA	NA
PRJEB15289	ERR1749516	WGS	302	29033879548	SAMEA4033284	12438814874	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818696	HiSeq X Ten	DN461233J:D10	PAIRED	RANDOM	GENOMIC	Maylandia_zebra	ILLUMINA	2016-12-07T00:00:00Z	ccc6b1d0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia zebra	NA	NA	NA
PRJEB15289	ERR1749519	WGS	302	34848354102	SAMEA4032091	14904940037	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818699	HiSeq X Ten	DN461233J:G10	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cce58470-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749521	WGS	302	38944365606	SAMEA4032092	16826986889	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818701	HiSeq X Ten	DN461233J:A11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	ccfcb5f0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749523	WGS	302	29311637706	SAMEA4032093	12583399634	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818703	HiSeq X Ten	DN461233J:C11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd143590-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749525	WGS	302	29109255124	SAMEA4032094	12975504734	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818705	HiSeq X Ten	DN461233J:E11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd2b4000-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749528	WGS	302	32330792106	SAMEA4033290	14459248551	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818708	HiSeq X Ten	DN461233J:H11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd538880-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749530	WGS	302	27462731494	SAMEA4033291	12470893304	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818710	HiSeq X Ten	DN461233J:B12	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd6f9c00-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749533	WGS	302	27136836650	SAMEA4033292	12249027277	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818713	HiSeq X Ten	DN461233J:F12	PAIRED	RANDOM	GENOMIC	Cheilochromis_euchilus	ILLUMINA	2016-12-07T00:00:00Z	cd9c9f70-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Cheilochromis euchilus	NA	NA	NA
PRJEB15289	ERR1749537	WGS	302	27587225256	SAMEA4032100	12143681865	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818717	HiSeq X Ten	DN461234K:G1	PAIRED	RANDOM	GENOMIC	Pseudotropheus_elongatus	ILLUMINA	2016-12-07T00:00:00Z	d5e87e60-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Pseudotropheus elongatus	NA	NA	NA
PRJEB15289	ERR1749538	WGS	302	35172702102	SAMEA4033296	15492250872	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818718	HiSeq X Ten	DN461234K:H1	PAIRED	RANDOM	GENOMIC	Maylandia_livingstonii	ILLUMINA	2016-12-07T00:00:00Z	d5f1a620-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Pseudotropheus livingstonii	NA	NA	NA
PRJEB15289	ERR1749541	WGS	302	29701084222	SAMEA4032102	13306828073	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818721	HiSeq X Ten	DN461234K:C2	PAIRED	RANDOM	GENOMIC	Labeotropheus_trewavasae	ILLUMINA	2016-12-07T00:00:00Z	d6116320-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Labeotropheus trewavasae	NA	NA	NA
PRJEB15289	ERR1749543	WGS	302	26925841330	SAMEA4032103	12170713469	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818723	HiSeq X Ten	DN461234K:E2	PAIRED	RANDOM	GENOMIC	Labeotropheus_fuelleborni	ILLUMINA	2016-12-07T00:00:00Z	d6236480-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Labeotropheus fuelleborni	NA	NA	NA
PRJEB15289	ERR1749545	WGS	302	29141939678	SAMEA4032104	13046003273	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818725	HiSeq X Ten	DN461234K:G2	PAIRED	RANDOM	GENOMIC	Labeotropheus_fuelleborni	ILLUMINA	2016-12-07T00:00:00Z	d636ec80-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Labeotropheus fuelleborni	NA	NA	NA
PRJEB15289	ERR1749547	WGS	302	33527928562	SAMEA4032105	14230913949	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818727	HiSeq X Ten	DN461234K:A3	PAIRED	RANDOM	GENOMIC	Tyrannochromis_nigriventer	ILLUMINA	2016-12-07T00:00:00Z	d649ff50-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Tyrannochromis nigriventer	NA	NA	NA
PRJEB15289	ERR1749549	WGS	302	34238240112	SAMEA4032106	14551234910	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818729	HiSeq X Ten	DN461234K:C3	PAIRED	RANDOM	GENOMIC	Tyrannochromis_nigriventer	ILLUMINA	2016-12-07T00:00:00Z	d6604670-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Tyrannochromis nigriventer	NA	NA	NA
PRJEB15289	ERR3634107	WGS	302	31840340482	SAMEA6147768	14181287340	WELLCOME SANGER INSTITUTE	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3627795	HiSeq X Ten	DN461383W:E1	PAIRED	RANDOM	GENOMIC	Astatotilapia_sp._'rukwa_blue'	ILLUMINA	2019-11-02T00:00:00Z	e1f276c0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2019-11-01	2019-11-01	2019-11-01	2019-11-01	NA	NA	NA	NA	NA	NA	Astatotilapia rukwa blue	CICHM16429769	NA	NA
PRJEB15289	ERR3634108	WGS	302	27454946840	SAMEA6147767	12178049202	WELLCOME SANGER INSTITUTE	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3627796	HiSeq X Ten	DN461383W:F1	PAIRED	RANDOM	GENOMIC	Astatotilapia_sp._'rukwa_sunset'	ILLUMINA	2019-11-02T00:00:00Z	e1ff20f0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2019-11-01	2019-11-01	2019-11-01	2019-11-01	NA	NA	NA	NA	NA	NA	Astatotilapia rukwa sunset	CICHM16429770	NA	NA
PRJEB15289	ERR3634109	WGS	302	29880616578	SAMEA6147765	13197943819	WELLCOME SANGER INSTITUTE	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3627797	HiSeq X Ten	DN461383W:G1	PAIRED	RANDOM	GENOMIC	Astatotilapia_sp._'rukwa_large_yellow'	ILLUMINA	2019-11-02T00:00:00Z	e20d78d0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2019-11-01	2019-11-01	2019-11-01	2019-11-01	NA	NA	NA	NA	NA	NA	Astatotilapia rukwa large yellow	CICHM16429771	NA	NA
PRJEB15289	ERR3634110	WGS	302	27587069424	SAMEA6147769	12152253106	WELLCOME SANGER INSTITUTE	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3627798	HiSeq X Ten	DN461383W:A2	PAIRED	RANDOM	GENOMIC	Astatotilapia_sp._'Ruaha'	ILLUMINA	2019-11-02T00:00:00Z	e225e2d0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2019-11-01	2019-11-01	2019-11-01	2019-11-01	NA	NA	NA	NA	NA	NA	Astatotilapia ruaha blue	CICHM16429773	NA	NA
PRJEB15289	ERR3634111	WGS	302	32771478660	SAMEA6147766	14266123660	WELLCOME SANGER INSTITUTE	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3627799	HiSeq X Ten	DN461383W:B2	PAIRED	RANDOM	GENOMIC	Haplochromis_vanheusdeni	ILLUMINA	2019-11-02T00:00:00Z	e2315480-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2019-11-01	2019-11-01	2019-11-01	2019-11-01	NA	NA	NA	NA	NA	NA	Haplochromis vanheusdeni	CICHM16429774	NA	NA
PRJEB15289	ERR3634112	WGS	302	30338484214	SAMEA6147771	13475605956	WELLCOME SANGER INSTITUTE	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3627800	HiSeq X Ten	DN461383W:C2	PAIRED	RANDOM	GENOMIC	Astatotilapia_sp._'longfin_yellow'	ILLUMINA	2019-11-02T00:00:00Z	e23e25c0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2019-11-01	2019-11-01	2019-11-01	2019-11-01	NA	NA	NA	NA	NA	NA	Astatotilapia ruaha yellow	CICHM16429775	NA	NA
PRJEB15289	ERR3634113	WGS	302	23917803852	SAMEA6147772	10385835908	WELLCOME SANGER INSTITUTE	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3627801	HiSeq X Ten	DN461383W:E2	PAIRED	RANDOM	GENOMIC	Astatotilapia_sp._'ruaha_red_cheek'	ILLUMINA	2019-11-02T00:00:00Z	e254e210-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2019-11-01	2019-11-01	2019-11-01	2019-11-01	NA	NA	NA	NA	NA	NA	Astatotilapia ruaha yellow	CICHM16429777	NA	NA
PRJEB15289	ERR3634114	WGS	302	30358601038	SAMEA6147770	13622984949	WELLCOME SANGER INSTITUTE	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3627802	HiSeq X Ten	DN461234K:E12	PAIRED	RANDOM	GENOMIC	Astatotilapia_sp._'Blue_Rufiji'	ILLUMINA	2019-11-02T00:00:00Z	e17816a0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2019-11-01	2019-11-01	2019-11-01	2019-11-01	NA	NA	NA	NA	NA	NA	Astatotilapia rufiji blue	CICHM16429761	NA	NA
PRJEB15289	ERR3634115	WGS	302	29683024018	SAMEA6147764	13223873097	WELLCOME SANGER INSTITUTE	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3627803	HiSeq X Ten	DN461234K:F12	PAIRED	RANDOM	GENOMIC	Astatotilapia_sp._'Blue_Rufiji'	ILLUMINA	2019-11-02T00:00:00Z	e1864770-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2019-11-01	2019-11-01	2019-11-01	2019-11-01	NA	NA	NA	NA	NA	NA	Astatotilapia rufiji blue	NA	NA	NA
PRJEB15289	ERR1749400	WGS	302	18720703368	SAMEA4032035	8618509517	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818580	HiSeq X Ten	DN461233J:E1	PAIRED	RANDOM	GENOMIC	Petrotilapia_genalutea	ILLUMINA	2016-12-07T00:00:00Z	c9c18820-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Petrotilapia genalutea	NA	NA	NA
PRJEB15289	ERR1749415	WGS	302	23138427016	SAMEA4033256	10559525423	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818595	HiSeq X Ten	DN461233J:D3	PAIRED	RANDOM	GENOMIC	Trematocranus_placodon	ILLUMINA	2016-12-07T00:00:00Z	ca45d350-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Trematocranus placodon	NA	NA	NA
PRJEB15289	ERR1749484	WGS	302	32295963956	SAMEA4033268	13912711120	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818664	HiSeq X Ten	DN461233J:D6	PAIRED	RANDOM	GENOMIC	Eclectochromis_ornatus	ILLUMINA	2016-12-07T00:00:00Z	cb440970-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Protomelas ornatus	NA	NA	NA
PRJEB15289	ERR1749513	WGS	302	37060887642	SAMEA4032088	15671967730	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818693	HiSeq X Ten	DN461233J:A10	PAIRED	RANDOM	GENOMIC	Maylandia_zebra	ILLUMINA	2016-12-07T00:00:00Z	cca6cdc0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia zebra	NA	NA	NA
PRJEB15289	ERR1749417	WGS	302	28031447928	SAMEA4033303	12429990189	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818597	HiSeq X Ten	DN461234K:F3	PAIRED	RANDOM	GENOMIC	Tyrannochromis_macrostoma	ILLUMINA	2016-12-07T00:00:00Z	d6816300-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Tyrannochromis macrostoma	NA	NA	NA
PRJEB15289	ERR1749459	WGS	302	28028089990	SAMEA4032136	12201452280	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818639	HiSeq X Ten	DN461234K:C11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_sp._'similis'	ILLUMINA	2016-12-07T00:00:00Z	d9857b40-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon similis large	NA	NA	NA
PRJEB15289	ERR1749420	WGS	302	32794644174	SAMEA4033305	14509912697	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818600	HiSeq X Ten	DN461234K:D4	PAIRED	RANDOM	GENOMIC	Buccochromis_nototaenia	ILLUMINA	2016-12-07T00:00:00Z	d6d35390-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Buccochromis nototaenia	NA	NA	NA
PRJEB15289	ERR1749483	WGS	302	33655456216	SAMEA4032054	14281643755	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,cram	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818663	HiSeq X Ten	DN461233J:C6	PAIRED	RANDOM	GENOMIC	Eclectochromis_ornatus	ILLUMINA	2016-12-07T00:00:00Z	cb3a4570-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Protomelas ornatus	NA	NA	NA
