BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	lat_lon	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	geographic_location_(country_and/or_sea)	tissue_type	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST
PRJEB5198	ERR407547	WGS	202	2936363506	SAMEA2338588	1846152980	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373908	Illumina HiSeq 2000	NG-6005_STD.BS60	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338588	ERP004574	male	Sep-2010	Norway	Europe	60.244881 N 5.915387 E	ERS391907	2014-01-10	2018-11-16	Norway	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391907	BS60 Lake Three-spined stickleback	BS60	BS60 Three-spined stickleback caught during September 2010 in Skogseidvatn Lake at Fusa\, Norway (60°14'41.57N\,5°54'55.39E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular w...	ERC000011
PRJEB5198	ERR407548	WGS	202	2267775826	SAMEA2338588	1412802883	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373909	Illumina HiSeq 2000	NG-6005_STD.BS60	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338588	ERP004574	male	Sep-2010	Norway	Europe	60.244881 N 5.915387 E	ERS391907	2014-01-10	2018-11-16	Norway	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391907	BS60 Lake Three-spined stickleback	BS60	BS60 Three-spined stickleback caught during September 2010 in Skogseidvatn Lake at Fusa\, Norway (60°14'41.57N\,5°54'55.39E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular w...	ERC000011
PRJEB5198	ERR407549	WGS	202	2560972362	SAMEA2338543	1619781148	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373910	Illumina HiSeq 2000	NG-6005_STD.BS61	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338543	ERP004574	female	Sep-2010	Norway	Europe	60.255369 N 5.926577 E	ERS391914	2014-01-10	2018-11-16	Norway	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391914	BS61 River Three-spined stickleback	BS61	BS61 Three-spined stickleback caught during September 2010 in Skogseidvatn River at Fusa\, Norway (60°15'19.33N\,5°55'35.68E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular ...	ERC000011
PRJEB5198	ERR407550	WGS	202	3309773838	SAMEA2338543	2077769353	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373911	Illumina HiSeq 2000	NG-6005_STD.BS61	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338543	ERP004574	female	Sep-2010	Norway	Europe	60.255369 N 5.926577 E	ERS391914	2014-01-10	2018-11-16	Norway	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391914	BS61 River Three-spined stickleback	BS61	BS61 Three-spined stickleback caught during September 2010 in Skogseidvatn River at Fusa\, Norway (60°15'19.33N\,5°55'35.68E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular ...	ERC000011
PRJEB5198	ERR407551	WGS	202	3202801102	SAMEA2338551	2106276507	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373912	Illumina HiSeq 2000	NG-6005_STD.BS62	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338551	ERP004574	male	Sep-2010	Norway	Europe	60.244881 N 5.915387 E	ERS391908	2014-01-10	2018-11-16	Norway	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391908	BS62 Lake Three-spined stickleback	BS62	BS62 Three-spined stickleback caught during September 2010 in Skogseidvatn Lake at Fusa\, Norway (60°14'41.57N\,5°54'55.39E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular w...	ERC000011
PRJEB5198	ERR407552	WGS	202	2870585034	SAMEA2338551	1799630438	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373913	Illumina HiSeq 2000	NG-6005_STD.BS62	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338551	ERP004574	male	Sep-2010	Norway	Europe	60.244881 N 5.915387 E	ERS391908	2014-01-10	2018-11-16	Norway	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391908	BS62 Lake Three-spined stickleback	BS62	BS62 Three-spined stickleback caught during September 2010 in Skogseidvatn Lake at Fusa\, Norway (60°14'41.57N\,5°54'55.39E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular w...	ERC000011
PRJEB5198	ERR407553	WGS	202	3554638238	SAMEA2338555	2370731054	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373914	Illumina HiSeq 2000	NG-6005_STD.BS63b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338555	ERP004574	male	Sep-2010	Norway	Europe	60.255369 N 5.926577 E	ERS391915	2014-01-10	2018-11-16	Norway	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391915	BS63b River Three-spined stickleback	BS63b	BS63b Three-spined stickleback caught during September 2010 in Skogseidvatn River at Fusa\, Norway (60°15'19.33N\,5°55'35.68E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular...	ERC000011
PRJEB5198	ERR407554	WGS	202	3689929354	SAMEA2338555	2341549460	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373915	Illumina HiSeq 2000	NG-6005_STD.BS63b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338555	ERP004574	male	Sep-2010	Norway	Europe	60.255369 N 5.926577 E	ERS391915	2014-01-10	2018-11-16	Norway	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391915	BS63b River Three-spined stickleback	BS63b	BS63b Three-spined stickleback caught during September 2010 in Skogseidvatn River at Fusa\, Norway (60°15'19.33N\,5°55'35.68E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular...	ERC000011
PRJEB5198	ERR407556	WGS	202	3903911186	SAMEA2338596	2473936302	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373917	Illumina HiSeq 2000	NG-6005_STD.BS65	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338596	ERP004574	female	Sep-2010	Norway	Europe	60.255369 N 5.926577 E	ERS391916	2014-01-10	2018-11-16	Norway	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391916	BS65 River Three-spined stickleback	BS65	BS65 Three-spined stickleback caught during September 2010 in Skogseidvatn River at Fusa\, Norway (60°15'19.33N\,5°55'35.68E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular ...	ERC000011
PRJEB5198	ERR407557	WGS	202	3820744756	SAMEA2338542	2523661849	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373918	Illumina HiSeq 2000	NG-6005_STD.BS66	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338542	ERP004574	female	Sep-2010	Norway	Europe	60.244881 N 5.915387 E	ERS391910	2014-01-10	2018-11-16	Norway	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391910	BS66 Lake Three-spined stickleback	BS66	BS66 Three-spined stickleback caught during September 2010 in Skogseidvatn Lake at Fusa\, Norway (60°14'41.57N\,5°54'55.39E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular w...	ERC000011
PRJEB5198	ERR407558	WGS	202	4773485230	SAMEA2338594	3576525322	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373919	Illumina HiSeq 2000	NG-6005_STD.BS6	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338594	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391871	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391871	BS6 Lake Three-spined stickleback	BS6	BS6 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407559	WGS	202	7031168530	SAMEA2338552	4596973507	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373920	Illumina HiSeq 2000	NG-6005_STD.BS7	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338552	ERP004574	female	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391884	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391884	BS7 River Three-spined stickleback	BS7	BS7 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407020	WGS	79	2674565290	SAMEA1523622	1430928287	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373381	Illumina HiSeq 2000	NG-5241_4kb.BS27	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA1523622	ERP004574	missing	NA	NA	NA	NA	ERS123918	2014-01-10	2018-11-16	NA	NA	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2012-10-01T17:06:41Z	2018-03-08T15:42:36Z	public	ERS123918	BS27 Marine Three-spined stickleback	BS27	BS27 Three-spined stickleback caught in September 2010 from Lemvig in Limfjord\, Denmark in the North Sea (56??36'9.19N\, 8??18'1.94E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	NA
PRJEB5198	ERR407197	WGS	192	51544512	SAMEA1523620	32992772	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373558	Illumina HiSeq 2000	NG-5241_STD.BS30	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA1523620	ERP004574	missing	NA	NA	NA	NA	ERS123921	2014-01-10	2018-11-16	NA	NA	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2012-10-01T17:06:41Z	2018-03-08T15:42:36Z	public	ERS123921	BS30 Marine Three-spined stickleback	BS30	BS30 Three-spined stickleback caught in September 2010 from Lemvig in Limfjord\, Denmark in the North Sea (56??36'9.19N\, 8??18'1.94E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	NA
PRJEB5198	ERR407505	WGS	202	6112047522	SAMEA2338598	4615619159	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373866	Illumina HiSeq 2000	NG-6005_STD.BS2	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338598	ERP004574	female	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391869	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:47Z	public	ERS391869	BS2 Lake Three-spined stickleback	BS2	BS2 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407041	WGS	192	72101760	SAMEA2338582	45716194	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373402	Illumina HiSeq 2000	NG-5241_STD.BS11	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338582	ERP004574	female	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391886	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391886	BS11 River Three-spined stickleback	BS11	BS11 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecul...	ERC000011
PRJEB5198	ERR407224	WGS	192	390905856	SAMEA2338559	262859226	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373585	Illumina HiSeq 2000	NG-5241_STD.BS5	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338559	ERP004574	male	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391883	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391883	BS5 River Three-spined stickleback	BS5	BS5 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407375	WGS	192	3313720896	SAMEA2338550	2276980007	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373736	Illumina HiSeq 2000	NG-5353_STD.BS35	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338550	ERP004574	female	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391889	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391889	BS35 River Three-spined stickleback	BS35	BS35 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407486	WGS	202	3747039198	SAMEA2338575	2854408360	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373847	Illumina HiSeq 2000	NG-6005_STD.BS14	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338575	ERP004574	female	May-2010	Germany	Europe	54.283867 N 9.948808 E	ERS391917	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391917	BS14 Lake Three-spined stickleback	BS14	BS14 Three-spined stickleback caught during May 2010 in Westensee at Schleswig-Holstein\, Germany (54°17'1.92N\,9°56'55.71E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular w...	ERC000011
PRJEB5198	ERR407189	WGS	192	75585024	SAMEA2338598	45088735	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373550	Illumina HiSeq 2000	NG-5241_STD.BS2	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338598	ERP004574	female	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391869	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:47Z	public	ERS391869	BS2 Lake Three-spined stickleback	BS2	BS2 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407207	WGS	192	652948224	SAMEA2338546	407379501	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373568	Illumina HiSeq 2000	NG-5241_STD.BS4	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338546	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391870	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:47Z	public	ERS391870	BS4 Lake Three-spined stickleback	BS4	BS4 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407297	WGS	89	400074090	SAMEA2338554	232143845	MPI-EVB	public	sra,fastq	ena,gs,s3,ncbi	ncbi.public,gs.US,s3.us-east-1,ena	ERX373658	Illumina HiSeq 2000	NG-5353_4kb.BS45	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338554	ERP004574	female	Sep-2010	Canada	North America	50.602889 N 127.252306 W	ERS391900	2014-01-10	2018-11-16	Canada	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391900	BS45 River Three-spined stickleback	BS45	BS45 Three-spined stickleback caught during September 2010 in Misty Stream Inlet at Vancouver Island\, Canada (50°36'10.40N\,-127°15'8.30W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for h...	ERC000011
PRJEB5198	ERR407100	WGS	192	26632320	SAMEA2338541	17256770	MPI-EVB	public	sra,fastq	ena,gs,ncbi,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERX373461	Illumina HiSeq 2000	NG-5241_STD.BS18	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338541	ERP004574	male	May-2010	Germany	Europe	54.283867 N 9.948808 E	ERS391919	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:59Z	public	ERS391919	BS18 Lake Three-spined stickleback	BS18	BS18 Three-spined stickleback caught during May 2010 in Westensee at Schleswig-Holstein\, Germany (54°17'1.92N\,9°56'55.71E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular w...	ERC000011
PRJEB5198	ERR407255	WGS	192	531842688	SAMEA2338593	375223731	MPI-EVB	public	sra,fastq	ena,gs,ncbi,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERX373616	Illumina HiSeq 2000	NG-5241_STD.BS9	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338593	ERP004574	male	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391885	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391885	BS9 River Three-spined stickleback	BS9	BS9 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407345	WGS	89	496106094	SAMEA2338568	287846609	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1,ena	ERX373706	Illumina HiSeq 2000	NG-5353_4kb.BS64b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338568	ERP004574	male	Sep-2010	Norway	Europe	60.244881 N 5.915387 E	ERS391909	2014-01-10	2018-11-16	Norway	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391909	BS64b Lake Three-spined stickleback	BS64b	BS64b Three-spined stickleback caught during September 2010 in Skogseidvatn Lake at Fusa\, Norway (60°14'41.57N\,5°54'55.39E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular ...	ERC000011
PRJEB5198	ERR407353	WGS	192	1179833280	SAMEA2338570	865812920	MPI-EVB	public	sra,fastq	ena,gs,ncbi,s3	ena,ncbi.public,gs.US,s3.us-east-1	ERX373714	Illumina HiSeq 2000	NG-5353_STD.BS31b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338570	ERP004574	female	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391887	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391887	BS31b River Three-spined stickleback	BS31b	BS31b Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407403	WGS	192	1307510400	SAMEA2338574	919377799	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERX373764	Illumina HiSeq 2000	NG-5353_STD.BS41	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338574	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391892	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391892	BS41 River Three-spined stickleback	BS41	BS41 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407412	WGS	192	1582705728	SAMEA2338591	1033313922	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,ncbi.public,gs.US,s3.us-east-1	ERX373773	Illumina HiSeq 2000	NG-5353_STD.BS42b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338591	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391880	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391880	BS42b Lake Three-spined stickleback	BS42b	BS42b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407449	WGS	192	1506908352	SAMEA2338589	1042678930	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373810	Illumina HiSeq 2000	NG-5353_STD.BS55	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338589	ERP004574	male	Sep-2010	Norway	Europe	60.255369 N 5.926577 E	ERS391911	2014-01-10	2018-11-16	Norway	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391911	BS55 River Three-spined stickleback	BS55	BS55 Three-spined stickleback caught during September 2010 in Skogseidvatn River at Fusa\, Norway (60°15'19.33N\,5°55'35.68E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular ...	ERC000011
