Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,sex,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,sub_species,Isolate,BioSampleModel,strain,body_site,Label,pathovar,sample_name,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,Age,common_name,BIOMATERIAL_PROVIDER,Cultivar,BREED,lat_lon,tissue,collected_by,Host,tissue_type,Isolation_source,geographic_location_(region_and_locality),Host_disease,geographic_location_(country_and/or_sea),project_name,Individual,passage_history,sample_type,host_description,host_disease_stage,host_tissue_sampled,host_health_state,host_scientific_name,COUNTRY,source_material_ID,actual_read_length (run),center_name (exp),env_biome,env_feature,env_material,environment_(biome),environment_(feature),environment_(material),geographic_location_(latitude),geographic_location_(longitude),Investigation_type,isol_growth_condt,num_replicons,Run (run),sequencing_method,total_bases (run),ref_biomaterial,host-associated_environmental_package,serovar,dev_stage,env_broad_scale,env_local_scale,env_medium,estimated_size,human_gut_environmental_package,locus_tag_prefix,Genotype,Ecotype,ENA_duplicate,store_cond,AssemblyName,attribute_package,biotic_relationship,dangling_references (run),health_disease_stat,host_species,IFSAC+_Category,isolate_name_alias,lab_host,nat-host,ontological_term,pathogenicity,pathotype,ploidy,propagation,provider,samp_collect_device,samp_mat_process,sample_accession (run),sample_same_as,serotype,Source_code,source_type,specific_host,specimen_category,specimen_voucher,trophic_level,uFORGE_Sample_ID,Warwick_ST
SRR7002456,Targeted-Capture,285,202082954,PRJNA448444,SAMN08910266,145855421,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935128,Illumina MiSeq,CROW-6_MiSeq,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,CROW-6,SRP139974,missing,,,,,,Rota Corvus kubaryi CROW-6,Model organism or animal,Rota,,,,,,,,,,,,,,,,missing,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002457,Targeted-Capture,302,207827642,PRJNA448444,SAMN08910267,111977224,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935127,Illumina HiSeq 2500,CROW-7,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,CROW-7,SRP139974,missing,,,,,,Rota Corvus kubaryi CROW-7,Model organism or animal,Rota,,,,,,,,,,,,,,,,missing,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002459,Targeted-Capture,251,972343645,PRJNA448444,SAMN08910217,375733382,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935125,Illumina HiSeq 2500,84477247,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,84477247,SRP139974,male,,,,,,Rota Corvus kubaryi 84477247,Model organism or animal,Rota,,,,,,,,,,,,,,,,3.1 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002461,Targeted-Capture,297,739099411,PRJNA448444,SAMN08910219,486691797,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935123,Illumina MiSeq,84477254,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,84477254,SRP139974,male,,,,,,Rota Corvus kubaryi 84477254,Model organism or animal,Rota,,,,,,,,,,,,,,,,2.3 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002462,Targeted-Capture,251,718767033,PRJNA448444,SAMN08910214,273366414,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935122,Illumina HiSeq 2500,84477243,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,84477243,SRP139974,male,,,,,,Rota Corvus kubaryi 84477243,Model organism or animal,Rota,,,,,,,,,,,,,,,,0.1 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002463,Targeted-Capture,251,977273676,PRJNA448444,SAMN08910215,380864706,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935121,Illumina HiSeq 2500,84477245,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,84477245,SRP139974,male,,,,,,Rota Corvus kubaryi 84477245,Model organism or animal,Rota,,,,,,,,,,,,,,,,0.1 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002464,Targeted-Capture,302,247628524,PRJNA448444,SAMN08910216,137414683,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935120,Illumina HiSeq 2500,84477246_B_HiSeq1,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,84477246,SRP139974,male,,,,,,Rota Corvus kubaryi 84477246,Model organism or animal,Rota,,,,,,,,,,,,,,,,1.5 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002465,Targeted-Capture,251,662958515,PRJNA448444,SAMN08910216,260149981,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935119,Illumina HiSeq 2500,84477246_B_HiSeq2,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,84477246,SRP139974,male,,,,,,Rota Corvus kubaryi 84477246,Model organism or animal,Rota,,,,,,,,,,,,,,,,1.5 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002466,Targeted-Capture,293,57165202,PRJNA448444,SAMN08910247,38599059,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935118,Illumina MiSeq,99404751,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,99404751,SRP139974,female,,,,,,Rota Corvus kubaryi 99404751,Model organism or animal,Rota,,,,,,,,,,,,,,,,0.0 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002473,Targeted-Capture,302,678148550,PRJNA448444,SAMN08910244,373946274,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935111,Illumina HiSeq 2500,99404746_HiSeq1,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,99404746,SRP139974,missing,,,,,,Rota Corvus kubaryi 99404746,Model organism or animal,Rota,,,,,,,,,,,,,,,,0.5 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002475,Targeted-Capture,289,59151239,PRJNA448444,SAMN08910244,41812926,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935109,Illumina MiSeq,99404746_MiSeq,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,99404746,SRP139974,missing,,,,,,Rota Corvus kubaryi 99404746,Model organism or animal,Rota,,,,,,,,,,,,,,,,0.5 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002479,Targeted-Capture,302,223566070,PRJNA448444,SAMN08910234,119945735,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935105,Illumina HiSeq 2500,99403018,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,99403018,SRP139974,male,,,,,,Rota Corvus kubaryi 99403018,Model organism or animal,Rota,,,,,,,,,,,,,,,,1.0 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002480,Targeted-Capture,298,71045777,PRJNA448444,SAMN08910231,46498158,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935104,Illumina MiSeq,99403014,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,99403014,SRP139974,male,,,,,,Rota Corvus kubaryi 99403014,Model organism or animal,Rota,,,,,,,,,,,,,,,,1.0 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002481,Targeted-Capture,302,509374038,PRJNA448444,SAMN08910232,277024859,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935103,Illumina HiSeq 2500,99403016,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,99403016,SRP139974,missing,,,,,,Rota Corvus kubaryi 99403016,Model organism or animal,Rota,,,,,,,,,,,,,,,,0.1 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002487,Targeted-Capture,302,569016320,PRJNA448444,SAMN08910269,313824841,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935097,Illumina HiSeq 2500,CROW-9,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,CROW-9,SRP139974,missing,,,,,,Rota Corvus kubaryi CROW-9,Model organism or animal,Rota,,,,,,,,,,,,,,,,missing,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002489,WGS,299,877506893,PRJNA448444,SAMN08910264,505391771,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935095,Illumina HiSeq 2500,21-23-1,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,21-23-1,SRP139974,male,,,,,,21-23-1,Model organism or animal,Rota,,,,,,,,,,,,,,,,1 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ebi.ac.uk/ena/browser/view/SAMEA5818590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002491,Targeted-Capture,295,358987759,PRJNA448444,SAMN08910193,250718607,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935093,Illumina MiSeq,15-6-1,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,213144,SRP139974,missing,,,,,,Rota Corvus kubaryi 213144,Model organism or animal,Rota,,,,,,,,,,,,,,,,missing,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002493,Targeted-Capture,302,344331038,PRJNA448444,SAMN08910260,189429666,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935091,Illumina HiSeq 2500,99404799,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,99404799,SRP139974,male,,,,,,Rota Corvus kubaryi 99404799,Model organism or animal,Rota,,,,,,,,,,,,,,,,missing,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002496,Targeted-Capture,302,1348593382,PRJNA448444,SAMN08910266,786401498,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935088,Illumina HiSeq 2500,CROW-6_HiSeq,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,CROW-6,SRP139974,missing,,,,,,Rota Corvus kubaryi CROW-6,Model organism or animal,Rota,,,,,,,,,,,,,,,,missing,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002497,Targeted-Capture,295,52372582,PRJNA448444,SAMN08910265,37126133,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935087,Illumina MiSeq,21-27-1_MiSeq,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,21-27-1,SRP139974,male,,,,,,Rota Corvus kubaryi 21-27-1,Model organism or animal,Rota,,,,,,,,,,,,,,,,1 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002499,Targeted-Capture,302,322188700,PRJNA448444,SAMN08910200,177161916,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935085,Illumina HiSeq 2500,84477221_HiSeq1,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,84477221,SRP139974,female,,,,,,Rota Corvus kubaryi 84477221,Model organism or animal,Rota,,,,,,,,,,,,,,,,1.0 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002500,Targeted-Capture,251,1014445266,PRJNA448444,SAMN08910199,399473396,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935084,Illumina HiSeq 2500,84477219,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,84477219,SRP139974,female,,,,,,Rota Corvus kubaryi 84477219,Model organism or animal,Rota,,,,,,,,,,,,,,,,5.4 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002502,Targeted-Capture,251,968772578,PRJNA448444,SAMN08910198,366447603,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935082,Illumina HiSeq 2500,84477218_HiSeq2,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,84477218,SRP139974,female,,,,,,Rota Corvus kubaryi 84477218,Model organism or animal,Rota,,,,,,,,,,,,,,,,0.1yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002504,Targeted-Capture,302,466880826,PRJNA448444,SAMN08910197,249545000,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935080,Illumina HiSeq 2500,84477217,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,84477217,SRP139974,female,,,,,,Rota Corvus kubaryi 84477217,Model organism or animal,Rota,,,,,,,,,,,,,,,,0.0 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002507,Targeted-Capture,251,1531479664,PRJNA448444,SAMN08910194,585138166,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935077,Illumina HiSeq 2500,213146,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,213146,SRP139974,female,,,,,,Rota Corvus kubaryi 213146,Model organism or animal,Rota,,,,,,,,,,,,,,,,1 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002508,Targeted-Capture,302,469725062,PRJNA448444,SAMN08910248,258309415,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935076,Illumina HiSeq 2500,99404752,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,99404752,SRP139974,male,,,,,,Rota Corvus kubaryi 99404752,Model organism or animal,Rota,,,,,,,,,,,,,,,,0.3 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002509,Targeted-Capture,296,86300640,PRJNA448444,SAMN08910249,57249051,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935075,Illumina MiSeq,99404753,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,99404753,SRP139974,male,,,,,,Rota Corvus kubaryi 99404753,Model organism or animal,Rota,,,,,,,,,,,,,,,,0.1 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002514,Targeted-Capture,298,39067548,PRJNA448444,SAMN08910254,26222876,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935070,Illumina MiSeq,99404759,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,99404759,SRP139974,missing,,,,,,Rota Corvus kubaryi 99404759,Model organism or animal,Rota,,,,,,,,,,,,,,,,0.0 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002515,Targeted-Capture,297,133595172,PRJNA448444,SAMN08910255,86746432,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935069,Illumina MiSeq,99404761,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,99404761,SRP139974,male,,,,,,Rota Corvus kubaryi 99404761,Model organism or animal,Rota,,,,,,,,,,,,,,,,1.2 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002516,Targeted-Capture,302,174101188,PRJNA448444,SAMN08910256,98567089,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935068,Illumina HiSeq 2500,99404762,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,99404762,SRP139974,male,,,,,,Rota Corvus kubaryi 99404762,Model organism or animal,Rota,,,,,,,,,,,,,,,,missing,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002519,Targeted-Capture,302,237380758,PRJNA448444,SAMN08910210,134188462,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935065,Illumina HiSeq 2500,84477236,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,84477236,SRP139974,male,,,,,,Rota Corvus kubaryi 84477236,Model organism or animal,Rota,,,,,,,,,,,,,,,,0.0 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002520,Targeted-Capture,302,1154285978,PRJNA448444,SAMN08910212,623454405,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935064,Illumina HiSeq 2500,84477239_HiSeq,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,84477239,SRP139974,male,,,,,,Rota Corvus kubaryi 84477239,Model organism or animal,Rota,,,,,,,,,,,,,,,,3.5 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7002526,Targeted-Capture,302,400851244,PRJNA448444,SAMN08910213,221059089,SMITHSONIAN INSTITUTION,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3935058,Illumina HiSeq 2500,84477240,PAIRED,Hybrid Selection,GENOMIC,Corvus kubaryi,ILLUMINA,2019-03-19T00:00:00Z,84477240,SRP139974,male,,,,,,Rota Corvus kubaryi 84477240,Model organism or animal,Rota,,,,,,,,,,,,,,,,0.6 yr,,,,,,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2900302,WGS,200,16708064200,PRJEB9057,SAMEA5089884,11572210417,UPPSALA UNIVERSITET,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2905211,Illumina HiSeq 2000,DNA_76,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2018-11-23T00:00:00Z,SAMEA5089884,ERP010115,male,,,,,,,,,,,,IRL_Lm_H07,2018-11-15,2018-11-15,2018-11-16,2018-11-15,SAMEA5089884,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2018-11-15T17:03:12Z,2018-11-15T12:35:55Z,public,IRL_Lm_H07,,hooded crow,,,,54.313 N 5.629 W,,"Jochen Wolf\, Uppsala University\, Sweden (now Ludwig-Maximilians University Munich\, Germany) in co-operation with Jamie Dick from Queen's University\, Belfast\, Ireland and Chris Harrod Queen Mary University London\, U.K.",,blood,,"Ireland\, Lough Money Farm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2900303,WGS,200,19949067400,PRJEB9057,SAMEA5089885,13938773794,UPPSALA UNIVERSITET,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2905212,Illumina HiSeq 2000,DNA_131,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2018-11-23T00:00:00Z,SAMEA5089885,ERP010115,female,,,,,,,,,,,,IRL_Lm_H08,2018-11-15,2018-11-15,2018-11-22,2018-11-15,SAMEA5089885,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2018-11-15T17:03:12Z,2018-11-15T12:39:57Z,public,IRL_Lm_H08,,hooded crow,,,,54.313 N 5.629 W,,"Jochen Wolf\, Uppsala University\, Sweden (now Ludwig-Maximilians University Munich\, Germany) in co-operation with Jamie Dick from Queen's University\, Belfast\, Ireland and Chris Harrod Queen Mary University London\, U.K.",,blood,,"Ireland\, Lough Money Farm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2900304,WGS,200,24767165000,PRJEB9057,SAMEA5089886,17909965575,UPPSALA UNIVERSITET,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2905213,Illumina HiSeq 2000,DNA_132,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2018-11-23T00:00:00Z,SAMEA5089886,ERP010115,female,,,,,,,,,,,,IRL_Lm_H10,2018-11-15,2018-11-15,2018-11-16,2018-11-15,SAMEA5089886,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2018-11-15T17:03:12Z,2018-11-15T12:39:29Z,public,IRL_Lm_H10,,hooded crow,,,,54.313 N 5.629 W,,"Jochen Wolf\, Uppsala University\, Sweden (now Ludwig-Maximilians University Munich\, Germany) in co-operation with Jamie Dick from Queen's University\, Belfast\, Ireland and Chris Harrod Queen Mary University London\, U.K.",,blood,,"Ireland\, Lough Money Farm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
