Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	dev_stage	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Instrument	Isolate	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	sex	SRA Study	tissue	Biomaterial_provider	lat_lon	Specimen_voucher	collected_by	sub_species
SRR6033002	WGS	300	558726300	PRJNA406821	SAMN07637281	Model organism or animal	333934684	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/21/93	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182962	USA	North America	"USA: Ranger Station Road\, Marblemount\, Skagit County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM79049_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79049	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.527619 N 121.4495729 W	UWBM:ORN:79049	C. White	
SRR6033003	WGS	300	612261900	PRJNA406821	SAMN07637277	Model organism or animal	368781576	"UNIVERSITY OF CALIFORNIA, BERKELEY"	8/2/97	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182961	USA	North America	"USA: Camano Island\, Island County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM67015_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:67015	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.1914867 N 122.5151585 W	UWBM:ORN:67015	S. Murphy	
SRR6033004	WGS	300	656085000	PRJNA406821	SAMN07637277	Model organism or animal	386437369	"UNIVERSITY OF CALIFORNIA, BERKELEY"	8/2/97	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182960	USA	North America	"USA: Camano Island\, Island County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM67015_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:67015	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.1914867 N 122.5151585 W	UWBM:ORN:67015	S. Murphy	
SRR6033005	WGS	300	384189300	PRJNA406821	SAMN07637278	Model organism or animal	228557707	"UNIVERSITY OF CALIFORNIA, BERKELEY"	11/14/00	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182959	USA	North America	"USA: Alger-Cain KK Road\, Alger\, Skagit County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM74078_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:74078	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.62875 N 122.318707 W	UWBM:ORN:74078		
SRR6033006	WGS	300	380319300	PRJNA406821	SAMN07637278	Model organism or animal	225879345	"UNIVERSITY OF CALIFORNIA, BERKELEY"	11/14/00	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182958	USA	North America	"USA: Alger-Cain KK Road\, Alger\, Skagit County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM74078_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:74078	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.62875 N 122.318707 W	UWBM:ORN:74078		
SRR6033007	WGS	300	395559900	PRJNA406821	SAMN07637278	Model organism or animal	232730298	"UNIVERSITY OF CALIFORNIA, BERKELEY"	11/14/00	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182957	USA	North America	"USA: Alger-Cain KK Road\, Alger\, Skagit County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM74078_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:74078	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.62875 N 122.318707 W	UWBM:ORN:74078		
SRR6033008	WGS	300	58434300	PRJNA406821	SAMN07637280	Model organism or animal	35269823	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/16/90	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182956	USA	North America	"USA: 9 mi N\, 7 mi E Mount Baker summit\, 700 m\, Whatcom County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM79007_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79007	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.9075872 N 121.6599266 W	UWBM:ORN:79007	S. A. Rohwer	
SRR6033009	WGS	300	58082700	PRJNA406821	SAMN07637280	Model organism or animal	35051326	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/16/90	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182955	USA	North America	"USA: 9 mi N\, 7 mi E Mount Baker summit\, 700 m\, Whatcom County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM79007_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79007	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.9075872 N 121.6599266 W	UWBM:ORN:79007	S. A. Rohwer	
SRR6033010	WGS	300	61391700	PRJNA406821	SAMN07637280	Model organism or animal	36640544	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/16/90	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182954	USA	North America	"USA: 9 mi N\, 7 mi E Mount Baker summit\, 700 m\, Whatcom County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM79007_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79007	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.9075872 N 121.6599266 W	UWBM:ORN:79007	S. A. Rohwer	
SRR6033011	WGS	300	1639683000	PRJNA406821	SAMN07637315	Model organism or animal	988946219	"UNIVERSITY OF CALIFORNIA, BERKELEY"	8/10/06	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182953	USA	North America	"USA: East Bear Wallow\, Chandler Glade\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California"	Illumina HiSeq 2500	not applicable	MK1012_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97175	female	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.8138433333 N 122.1772344444 W	CAS:ORN:97175	B. Woodbridge	
SRR6033012	WGS	300	1792878600	PRJNA406821	SAMN07637314	Model organism or animal	1069868870	"UNIVERSITY OF CALIFORNIA, BERKELEY"	8/3/06	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182952	USA	North America	"USA: Chandler Glade\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California"	Illumina HiSeq 2500	not applicable	MEF435_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97177	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.8582097222 N 122.2604588889 W	CAS:ORN:97177	B. Woodbridge	
SRR6033013	WGS	300	1702627200	PRJNA406821	SAMN07637315	Model organism or animal	1015559787	"UNIVERSITY OF CALIFORNIA, BERKELEY"	8/10/06	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182951	USA	North America	"USA: East Bear Wallow\, Chandler Glade\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California"	Illumina HiSeq 2500	not applicable	MK1012_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97175	female	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.8138433333 N 122.1772344444 W	CAS:ORN:97175	B. Woodbridge	
SRR6033014	WGS	300	1631759100	PRJNA406821	SAMN07637315	Model organism or animal	982785708	"UNIVERSITY OF CALIFORNIA, BERKELEY"	8/10/06	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182950	USA	North America	"USA: East Bear Wallow\, Chandler Glade\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California"	Illumina HiSeq 2500	not applicable	MK1012_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97175	female	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.8138433333 N 122.1772344444 W	CAS:ORN:97175	B. Woodbridge	
