BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Strain	Breed	Cultivar	sub_species
PRJNA690558	SRR13394301	WGS	300	3690268200	SAMN17251418	1776609593	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813393	Illumina NovaSeq 6000	SALA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	SALA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	SALA1	not applicable	not applicable	NA
PRJNA690558	SRR13394284	WGS	302	5045967604	SAMN17251433	2125707419	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813410	Illumina NovaSeq 6000	VENA8	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-09T00:00:00Z	VENA8	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	VENA8	not applicable	not applicable	NA
PRJNA690558	SRR13394270	WGS	302	8493569404	SAMN17251286	4019585621	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813424	Illumina NovaSeq 6000	CRPP4	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	CRPP4	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CRPP4	not applicable	not applicable	NA
PRJNA690558	SRR13394304	WGS	302	7778687084	SAMN17251415	3107831345	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813390	Illumina NovaSeq 6000	PAIA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	PAIA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	PAIA1	not applicable	not applicable	NA
PRJNA690558	SRR13394333	WGS	302	7595743940	SAMN17251272	3270404476	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813361	Illumina NovaSeq 6000	BAVA8	PAIRED	RANDOM	GENOMIC	Cyprinodon_higuey	ILLUMINA	2021-01-09T00:00:00Z	BAVA8	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	BAVA8	not applicable	not applicable	NA
PRJNA690558	SRR13394266	WGS	302	9884458490	SAMN17251289	3101773530	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813428	Illumina NovaSeq 6000	CRPP8	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	CRPP8	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CRPP8	not applicable	not applicable	NA
PRJNA690558	SRR13394287	WGS	302	10897311526	SAMN17251430	4966630250	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813407	Illumina NovaSeq 6000	VENA5	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-09T00:00:00Z	VENA5	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	VENA5	not applicable	not applicable	NA
PRJNA690558	SRR13394225	WGS	302	25514520434	SAMN17251327	11476946373	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813469	Illumina NovaSeq 6000	GEO2A10	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	GEO2A10	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	GEO2A10	not applicable	not applicable	NA
PRJNA690558	SRR13394269	WGS	302	15967170652	SAMN17251287	7171555347	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813425	Illumina NovaSeq 6000	CRPP5	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	CRPP5	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CRPP5	not applicable	not applicable	NA
PRJNA690558	SRR13394325	WGS	302	15144038546	SAMN17251396	6456778177	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813369	Illumina NovaSeq 6000	OSPP4	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	OSPP4	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPP4	not applicable	not applicable	NA
PRJNA690558	SRR13394332	WGS	226	32497362773	SAMN17251389	14995192165	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813362	Illumina NovaSeq 6000	OSPM5	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OSPM5	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPM5	not applicable	not applicable	NA
PRJNA690558	SRR13394207	WGS	302	12932528182	SAMN17251343	5168969583	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813487	Illumina NovaSeq 6000	GEOA7	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	GEOA7	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	GEOA7	not applicable	not applicable	NA
PRJNA690558	SRR13394290	WGS	302	8369482738	SAMN17251428	3713950136	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813404	Illumina NovaSeq 6000	VENA3	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-09T00:00:00Z	VENA3	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	VENA3	not applicable	not applicable	NA
PRJNA690558	SRR13394222	WGS	302	10515343738	SAMN17251329	3225463465	UNIVERSITY OF CALIFORNIA BERKELEY	public	sra,fastq	s3,gs,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX9813472	Illumina NovaSeq 6000	GEO2A3	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	GEO2A3	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	GEO2A3	not applicable	not applicable	NA
PRJNA690558	SRR13394272	WGS	302	8915775068	SAMN17251284	2769649718	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.US	SRX9813422	Illumina NovaSeq 6000	CRPM8	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	CRPM8	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CRPM8	not applicable	not applicable	NA
PRJNA690558	SRR13394329	WGS	302	9548808744	SAMN17251392	2938329183	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX9813365	Illumina NovaSeq 6000	OSPM8	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OSPM8	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPM8	not applicable	not applicable	NA
PRJNA690558	SRR13394331	WGS	302	26163551654	SAMN17251390	7959992467	UNIVERSITY OF CALIFORNIA BERKELEY	public	sra,fastq	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.US	SRX9813363	Illumina NovaSeq 6000	OSPM6	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OSPM6	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPM6	not applicable	not applicable	NA
PRJNA690558	SRR13394233	WGS	302	8006268848	SAMN17251319	2475580426	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX9813461	Illumina NovaSeq 6000	CYPVER	PAIRED	RANDOM	GENOMIC	Cyprinodon_veronicae	ILLUMINA	2021-01-09T00:00:00Z	CYPVER	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CYPVER	not applicable	not applicable	NA
PRJNA690558	SRR13394250	WGS	302	9353013084	SAMN17251304	4228700702	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.US	SRX9813444	Illumina NovaSeq 6000	CUNP4	PAIRED	RANDOM	GENOMIC	Cyprinodon_laciniatus	ILLUMINA	2021-01-09T00:00:00Z	CUNP4	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	Bahamas	North America	Bahamas: Lake Cunningham on New Providence Island	CUNP4	not applicable	not applicable	NA
PRJNA690558	SRR13394267	WGS	302	13218971256	SAMN17251262	4112519683	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813427	Illumina NovaSeq 6000	BAVA10	PAIRED	RANDOM	GENOMIC	Cyprinodon_higuey	ILLUMINA	2021-01-09T00:00:00Z	BAVA10	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	BAVA10	not applicable	not applicable	NA
PRJNA690558	SRR13394219	WGS	302	8209449918	SAMN17251332	2545577371	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.US	SRX9813475	Illumina NovaSeq 6000	GEO2A6	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	GEO2A6	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	GEO2A6	not applicable	not applicable	NA
PRJNA690558	SRR13394245	WGS	302	10346970584	SAMN17251264	3206365027	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX9813449	Illumina NovaSeq 6000	BAVA12	PAIRED	RANDOM	GENOMIC	Cyprinodon_higuey	ILLUMINA	2021-01-09T00:00:00Z	BAVA12	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	BAVA12	not applicable	not applicable	NA
PRJNA690558	SRR13394320	WGS	302	7609538394	SAMN17251400	2337857335	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	ncbi,gs,s3	s3.us-east-1,ncbi.public,gs.US	SRX9813374	Illumina NovaSeq 6000	OSPP8	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	OSPP8	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPP8	not applicable	not applicable	NA
PRJNA690558	SRR13394335	WGS	302	10166710408	SAMN17251387	3156843075	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.US	SRX9813359	Illumina NovaSeq 6000	OSPM11	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OSPM11	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPM11	not applicable	not applicable	NA
