Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioSampleModel,sex,Tissue,dev_stage,Isolate,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Lat_Lon,Strain,BIOMATERIAL_PROVIDER,Age,SAMPLE_TYPE,Birth_date,birth_location,breeding_history,health_state,Isolation_Source,Ecotype,Collection_Date,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,bird_band_identification,samp_collect_device,sub_species,Specimen_voucher,BREED,actual_read_length (run),bioproject,run (run),total_bases (run),center_name (exp),Cultivar,estimated_size,num_replicons,ploidy,project_name,propagation,Sample_name
SRR14127714,WGS,300,6220080600,PRJNA323498,SAMN18196701,1886793996,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10497947,Illumina NovaSeq 6000,1798,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1798_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 1798; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127715,WGS,300,9320348400,PRJNA323498,SAMN18196700,2736859908,UNIVERSITY OF COLORADO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10497946,Illumina NovaSeq 6000,1791,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1791_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 1791; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127716,WGS,300,6402162000,PRJNA323498,SAMN18196699,2005070858,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10497945,Illumina NovaSeq 6000,1777,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1777_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 1777; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127717,WGS,300,7010841600,PRJNA323498,SAMN18196698,2065795932,UNIVERSITY OF COLORADO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10497944,Illumina NovaSeq 6000,1311,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1311_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 1311; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127718,WGS,300,6975767700,PRJNA323498,SAMN18196697,2092092629,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10497943,Illumina NovaSeq 6000,1307,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1307_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 1307; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127719,WGS,300,6791446200,PRJNA323498,SAMN18196696,2019465316,UNIVERSITY OF COLORADO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10497942,Illumina NovaSeq 6000,1303,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1303_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 1303; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127720,WGS,300,8027143500,PRJNA323498,SAMN18196695,2384365697,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10497941,Illumina NovaSeq 6000,1289,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1289_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 1289; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127721,WGS,300,6537862500,PRJNA323498,SAMN18196694,2011114575,UNIVERSITY OF COLORADO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10497940,Illumina NovaSeq 6000,1279,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1279_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 1279; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127722,WGS,300,8742649800,PRJNA323498,SAMN18196693,2592730192,UNIVERSITY OF COLORADO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10497939,Illumina NovaSeq 6000,1224,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1224_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 1224; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127723,WGS,300,7097169900,PRJNA323498,SAMN18196692,2096635208,UNIVERSITY OF COLORADO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10497938,Illumina NovaSeq 6000,1223,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1223_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 1223; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127724,WGS,300,8901189600,PRJNA323498,SAMN18196674,2686163158,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10497937,Illumina NovaSeq 6000,1003,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1003_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 1003; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127725,WGS,300,8655586800,PRJNA323498,SAMN18196691,2572840557,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10497936,Illumina NovaSeq 6000,1198,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1198_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 1198; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127726,WGS,300,7388893200,PRJNA323498,SAMN18196690,2198766562,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10497935,Illumina NovaSeq 6000,1177,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1177_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 1177; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127727,WGS,300,3630127200,PRJNA323498,SAMN18196689,1073283857,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10497934,Illumina NovaSeq 6000,1171,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1171_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 1171; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127728,WGS,300,7096847100,PRJNA323498,SAMN18196688,2120609137,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10497933,Illumina NovaSeq 6000,1162,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1162_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 1162; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127729,WGS,300,8344254000,PRJNA323498,SAMN18196687,2466441790,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10497932,Illumina NovaSeq 6000,1158,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1158_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 1158; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127730,WGS,300,7627619400,PRJNA323498,SAMN18196686,2285503409,UNIVERSITY OF COLORADO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10497931,Illumina NovaSeq 6000,1107,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1107_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 1107; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127731,WGS,300,8999999400,PRJNA323498,SAMN18196685,2693544252,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10497930,Illumina NovaSeq 6000,1095,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1095_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 1095; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127732,WGS,300,7163616000,PRJNA323498,SAMN18196684,2137759725,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10497929,Illumina NovaSeq 6000,1091,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1091_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 1091; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127733,WGS,300,7433547300,PRJNA323498,SAMN18196683,2226506891,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10497928,Illumina NovaSeq 6000,1075,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1075_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 1075; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127734,WGS,300,7262597700,PRJNA323498,SAMN18196682,2155155724,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10497927,Illumina NovaSeq 6000,1058,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1058_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 1058; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127735,WGS,300,6808674000,PRJNA323498,SAMN18196673,2007360655,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10497926,Illumina NovaSeq 6000,479,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,479_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 479; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127736,WGS,300,5932682100,PRJNA323498,SAMN18196672,1849018210,UNIVERSITY OF COLORADO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10497925,Illumina NovaSeq 6000,464,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,464_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 464; replicate 1,,,,,gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127737,WGS,300,7292871600,PRJNA323498,SAMN18196722,2176194089,UNIVERSITY OF COLORADO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10498006,Illumina NovaSeq 6000,2057,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2057_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 2057; replicate 1,,,,,rustica-gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127738,WGS,300,7956711300,PRJNA323498,SAMN18196721,2350619211,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10498005,Illumina NovaSeq 6000,2049,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2049_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 2049; replicate 1,,,,,rustica-gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127739,WGS,300,8500536600,PRJNA323498,SAMN18196720,2506362018,UNIVERSITY OF COLORADO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10498004,Illumina NovaSeq 6000,2036,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2036_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 2036; replicate 1,,,,,rustica-gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127740,WGS,300,7055559600,PRJNA323498,SAMN18196719,2114336879,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10498003,Illumina NovaSeq 6000,2035,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2035_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 2035; replicate 1,,,,,rustica-gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127741,WGS,300,9091403100,PRJNA323498,SAMN18196718,2667728585,UNIVERSITY OF COLORADO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10498002,Illumina NovaSeq 6000,2028,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2028_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 2028; replicate 1,,,,,rustica-gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127742,WGS,300,6510130500,PRJNA323498,SAMN18196753,1917133380,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10498001,Illumina NovaSeq 6000,1473,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1473_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 1473; replicate 1,,,,,rustica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127743,WGS,300,8378287500,PRJNA323498,SAMN18196717,2521932120,UNIVERSITY OF COLORADO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10498000,Illumina NovaSeq 6000,2025,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2025_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 2025; replicate 1,,,,,rustica-gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127744,WGS,300,7304183100,PRJNA323498,SAMN18196752,2233981047,UNIVERSITY OF COLORADO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10497999,Illumina NovaSeq 6000,1240,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,1240_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 1240; replicate 1,,,,,rustica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127745,WGS,300,1867033200,PRJNA323498,SAMN18196751,556700482,UNIVERSITY OF COLORADO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10497998,Illumina NovaSeq 6000,131,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,131_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 131; replicate 1,,,,,rustica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127746,WGS,300,5597544900,PRJNA323498,SAMN18196750,1652176791,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10497997,Illumina NovaSeq 6000,130,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,130_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 130; replicate 1,,,,,rustica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127747,WGS,300,4681431900,PRJNA323498,SAMN18196749,1394900375,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10497996,Illumina NovaSeq 6000,113,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,113_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 113; replicate 1,,,,,rustica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127748,WGS,300,6484246200,PRJNA323498,SAMN18196748,1912025700,UNIVERSITY OF COLORADO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10497995,Illumina NovaSeq 6000,100,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,100_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 100; replicate 1,,,,,rustica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127749,WGS,300,6093443700,PRJNA323498,SAMN18196747,1811708717,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10497994,Illumina NovaSeq 6000,48,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,48_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 48; replicate 1,,,,,rustica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127750,WGS,300,5671514400,PRJNA323498,SAMN18196746,1674857680,UNIVERSITY OF COLORADO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10497993,Illumina NovaSeq 6000,43,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,43_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 43; replicate 1,,,,,rustica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127751,WGS,300,6598499700,PRJNA323498,SAMN18196745,1952871120,UNIVERSITY OF COLORADO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10497992,Illumina NovaSeq 6000,27,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,27_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 27; replicate 1,,,,,rustica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127752,WGS,300,5142467100,PRJNA323498,SAMN18196744,1532124001,UNIVERSITY OF COLORADO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10497991,Illumina NovaSeq 6000,15,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,15_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 15; replicate 1,,,,,rustica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127753,WGS,300,6305816400,PRJNA323498,SAMN18196743,1868565905,UNIVERSITY OF COLORADO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10497990,Illumina NovaSeq 6000,3,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,3_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 3; replicate 1,,,,,rustica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127754,WGS,300,7332371400,PRJNA323498,SAMN18196716,2167611974,UNIVERSITY OF COLORADO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10497989,Illumina NovaSeq 6000,2013,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2013_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 2013; replicate 1,,,,,rustica-gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127755,WGS,300,2329711800,PRJNA323498,SAMN18196742,683531759,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10497988,Illumina NovaSeq 6000,278,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,278_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 278; replicate 1,,,,,rustica-tytleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127756,WGS,300,6454372200,PRJNA323498,SAMN18196741,1914244963,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10497987,Illumina NovaSeq 6000,275,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,275_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 275; replicate 1,,,,,rustica-tytleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127757,WGS,300,6440019900,PRJNA323498,SAMN18196740,1885331223,UNIVERSITY OF COLORADO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10497986,Illumina NovaSeq 6000,271,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,271_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 271; replicate 1,,,,,rustica-tytleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127758,WGS,300,11426683200,PRJNA323498,SAMN18196739,3360231964,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10497985,Illumina NovaSeq 6000,265,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,265_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 265; replicate 1,,,,,rustica-tytleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127759,WGS,300,5975638500,PRJNA323498,SAMN18196738,1775548221,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10497984,Illumina NovaSeq 6000,251,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,251_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 251; replicate 1,,,,,rustica-tytleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127760,WGS,300,6288875700,PRJNA323498,SAMN18196737,1862458617,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10497983,Illumina NovaSeq 6000,239,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,239_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 239; replicate 1,,,,,rustica-tytleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127761,WGS,300,6067051800,PRJNA323498,SAMN18196736,1801614177,UNIVERSITY OF COLORADO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10497982,Illumina NovaSeq 6000,223,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,223_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 223; replicate 1,,,,,rustica-tytleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127762,WGS,300,7818747300,PRJNA323498,SAMN18196735,2296622715,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10497981,Illumina NovaSeq 6000,211,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,211_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 211; replicate 1,,,,,rustica-tytleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127763,WGS,300,6225453300,PRJNA323498,SAMN18196734,1855181205,UNIVERSITY OF COLORADO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10497980,Illumina NovaSeq 6000,208,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,208_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 208; replicate 1,,,,,rustica-tytleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127764,WGS,300,6373587600,PRJNA323498,SAMN18196733,1875637799,UNIVERSITY OF COLORADO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10497979,Illumina NovaSeq 6000,199,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,199_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 199; replicate 1,,,,,rustica-tytleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127765,WGS,300,6588219600,PRJNA323498,SAMN18196715,1961326711,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10497978,Illumina NovaSeq 6000,2005,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2005_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 2005; replicate 1,,,,,rustica-gutturalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127766,WGS,300,6330415500,PRJNA323498,SAMN18196732,1882974142,UNIVERSITY OF COLORADO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10497977,Illumina NovaSeq 6000,192,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,192_WGS,SRP146254,Model organism or animal,male,blood,adult,WGS sample 192; replicate 1,,,,,rustica-tytleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127767,WGS,300,7236083100,PRJNA323498,SAMN18196731,2135743991,UNIVERSITY OF COLORADO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10497976,Illumina NovaSeq 6000,187,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,187_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 187; replicate 1,,,,,rustica-tytleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14127768,WGS,300,6007838400,PRJNA323498,SAMN18196730,1786246107,UNIVERSITY OF COLORADO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10497975,Illumina NovaSeq 6000,184,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,184_WGS,SRP146254,Model organism or animal,female,blood,adult,WGS sample 184; replicate 1,,,,,rustica-tytleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
