BioSample,refGenome,Organism,,BioSample,refGenome,Run,Organism,BioProject,LibraryName,,,,
SAMN10617436,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380184,,PRJNA510861,HB_INS10kb,,,,
SAMN10617436,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380185,,PRJNA510861,HB_INS5kb,,,,
SAMN10617436,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380258,,PRJNA510861,HB_INS2kb,,,,
SAMN10617436,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380259,,PRJNA510861,HB_INS350,,,,
SAMN10617436,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380266,,PRJNA510861,HB_INS250,,,,
SAMN10617437,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380182,,PRJNA510861,GM_INS250,,,,
SAMN10617437,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380186,,PRJNA510861,GM_INS10kb,,,,
SAMN10617437,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380187,,PRJNA510861,GM_INS5kb,,,,
SAMN10617437,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380188,,PRJNA510861,GM_INS2kb,,,,
SAMN10617437,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380189,,PRJNA510861,GM_INS500,,,,
SAMN10617437,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380190,,PRJNA510861,GM_INS20kb,,,,
SAMN10617437,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380191,,PRJNA510861,GM_INS15kb,,,,
SAMN10617465,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380244,,PRJNA510861,HB1_reseq,,,,
SAMN10617466,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380245,,PRJNA510861,HB2_reseq,,,,
SAMN10617467,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380246,,PRJNA510861,HB3_reseq,,,,
SAMN10617468,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380247,,PRJNA510861,HB4_reseq,,,,
SAMN10617469,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380238,,PRJNA510861,HB5_reseq,,,,
SAMN10617470,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380239,,PRJNA510861,HB6_reseq,,,,
SAMN10617471,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380237,,PRJNA510861,HB7_reseq,,,,
SAMN10617472,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380236,,PRJNA510861,HB8_reseq,,,,
SAMN10617473,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380235,,PRJNA510861,HB9_reseq,,,,
SAMN10617474,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380234,,PRJNA510861,HB10_reseq,,,,
SAMN10617475,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380233,,PRJNA510861,HB11_reseq,,,,
SAMN10617476,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380232,,PRJNA510861,HB12_reseq,,,,
SAMN10617477,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380231,,PRJNA510861,HB13_reseq,,,,
SAMN10617478,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380230,,PRJNA510861,HB14_reseq,,,,
SAMN10617479,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380229,,PRJNA510861,HB15_reseq,,,,
SAMN10617480,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380228,,PRJNA510861,HB17_reseq,,,,
SAMN10617481,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380274,,PRJNA510861,HB18_reseq,,,,
SAMN10617482,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380275,,PRJNA510861,HB19_reseq,,,,
SAMN10617483,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380272,,PRJNA510861,Y01_reseq,,,,
SAMN10617484,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380273,,PRJNA510861,Y02_reseq,,,,
SAMN10617485,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380270,,PRJNA510861,Y03_reseq,,,,
SAMN10617486,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380271,,PRJNA510861,Y04_reseq,,,,
SAMN10617487,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380268,,PRJNA510861,Y05_reseq,,,,
SAMN10617488,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380269,,PRJNA510861,Y06_reseq,,,,
SAMN10617489,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380276,,PRJNA510861,Y07_reseq,,,,
SAMN10617490,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380277,,PRJNA510861,Y08_reseq,,,,
SAMN10617491,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380253,,PRJNA510861,Y09_reseq,,,,
SAMN10617492,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380252,,PRJNA510861,Y10_reseq,,,,
SAMN10617493,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380255,,PRJNA510861,Y11_reseq,,,,
SAMN10617494,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380254,,PRJNA510861,Y12_reseq,,,,
SAMN10617495,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380249,,PRJNA510861,Y13_reseq,,,,
SAMN10617496,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380248,,PRJNA510861,Y14_reseq,,,,
SAMN10617497,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380251,,PRJNA510861,Y15_reseq,,,,
SAMN10617498,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380250,,PRJNA510861,Y16_reseq,,,,
SAMN10617499,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380257,,PRJNA510861,SP01_reseq,,,,
SAMN10617500,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380256,,PRJNA510861,SP02_reseq,,,,
SAMN10617501,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380212,,PRJNA510861,SP03_reseq,,,,
SAMN10617502,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380213,,PRJNA510861,SP04_reseq,,,,
SAMN10617503,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380214,,PRJNA510861,SP05_reseq,,,,
SAMN10617504,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380215,,PRJNA510861,SP09_reseq,,,,
SAMN10617505,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380208,,PRJNA510861,SP11_reseq,,,,
SAMN10617506,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380209,,PRJNA510861,SP12_reseq,,,,
SAMN10617507,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380210,,PRJNA510861,SP14_reseq,,,,
SAMN10617508,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380211,,PRJNA510861,SP15_reseq,,,,
SAMN10617509,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380216,,PRJNA510861,SP16_reseq,,,,
SAMN10617510,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380217,,PRJNA510861,SP17_reseq,,,,
SAMN10617511,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380195,,PRJNA510861,SP18_reseq,,,,
SAMN10617512,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380194,,PRJNA510861,SP19_reseq,,,,
SAMN10617513,GCF_000951615.1,Cyprinus_carpio,,,,SRR8380193,,PRJNA510861,SP20_reseq,,,,
SAMN10662616,GCF_000951615.1,Poropuntius_huangchuchieni,,,,SRR8380775,,PRJNA511031BioSample,DES01982,Run,Organism,refGenome,BioProject
SAMN10928540,GCA_004026145.2,Takifugu_bimaculatus,,,,SRR8586064,,PRJNA522329,B01,,,,
SAMN10928541,GCA_004026145.2,Takifugu_bimaculatus,,,,SRR8586063,,PRJNA522329,B02,,,,
SAMN10928542,GCA_004026145.2,Takifugu_bimaculatus,,,,SRR8586062,,PRJNA522329,B03,,,,
SAMN10928543,GCA_004026145.2,Takifugu_bimaculatus,,,,SRR8586061,,PRJNA522329,B04,,,,
SAMN10928544,GCA_004026145.2,Takifugu_bimaculatus,,,,SRR8586068,,PRJNA522329,B05,,,,
SAMN10928545,GCA_004026145.2,Takifugu_bimaculatus,,,,SRR8586067,,PRJNA522329,B07,,,,
SAMN10928546,GCA_004026145.2,Takifugu_bimaculatus,,,,SRR8586066,,PRJNA522329,B08,,,,
SAMN10928547,GCA_004026145.2,Takifugu_bimaculatus,,,,SRR8586065,,PRJNA522329,B09,,,,
SAMN10928548,GCF_901000725.2,Takifugu_flavidus,,,,SRR8585980,,PRJNA522329,F04,,,,
SAMN10928549,GCF_901000725.2,Takifugu_flavidus,,,,SRR8586069,,PRJNA522329,F08,,,,
SAMN10928550,GCF_901000725.2,Takifugu_flavidus,,,,SRR8585982,,PRJNA522329,F10,,,,
SAMN10928551,GCF_901000725.2,Takifugu_flavidus,,,,SRR8585981,,PRJNA522329,F11,,,,
SAMN10928552,GCF_901000725.2,Takifugu_flavidus,,,,SRR8585984,,PRJNA522329,F13,,,,
SAMN10928553,GCF_901000725.2,Takifugu_flavidus,,,,SRR8585983,,PRJNA522329,F14,,,,
SAMN10928554,GCF_901000725.2,Takifugu_flavidus,,,,SRR8585986,,PRJNA522329,F16,,,,
SAMN10928555,GCF_901000725.2,Takifugu_flavidus,,,,SRR8585985,,PRJNA522329,F17,,,,
SAMN10928556,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8585988,,PRJNA522329,N02,,,,
SAMN10928557,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8585987,,PRJNA522329,N03,,,,
SAMN10928558,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8585990,,PRJNA522329,N04,,,,
SAMN10928559,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8585989,,PRJNA522329,N07,,,,
SAMN10928560,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8586055,,PRJNA522329,N08,,,,
SAMN10928561,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8586056,,PRJNA522329,N09,,,,
SAMN10928562,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8586057,,PRJNA522329,N13,,,,
SAMN10928563,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8586058,,PRJNA522329,N15,,,,
SAMN10928564,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8586051,,PRJNA522329,N17,,,,
SAMN10928565,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8586052,,PRJNA522329,N20,,,,
SAMN10928566,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8586053,,PRJNA522329,N21,,,,
SAMN10928567,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8586054,,PRJNA522329,N22,,,,
SAMN10928568,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8586059,,PRJNA522329,N23,,,,
SAMN10928569,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8586060,,PRJNA522329,N24,,,,
SAMN10928570,GCF_901000725.2,Takifugu_alboplumbeus,,,,SRR8586046,,PRJNA522329,N29,,,,
SAMN10928571,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586045,,PRJNA522329,OO06,,,,
SAMN10928572,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586044,,PRJNA522329,OO07,,,,
SAMN10928573,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586043,,PRJNA522329,OO08,,,,
SAMN10928574,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586050,,PRJNA522329,OO09,,,,
SAMN10928575,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586049,,PRJNA522329,OO10,,,,
SAMN10928576,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586048,,PRJNA522329,OO12,,,,
SAMN10928577,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586047,,PRJNA522329,OO14,,,,
SAMN10928578,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586042,,PRJNA522329,OO15,,,,
SAMN10928579,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586041,,PRJNA522329,OO16,,,,
SAMN10928580,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586039,,PRJNA522329,OO17,,,,
SAMN10928581,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586040,,PRJNA522329,OO18,,,,
SAMN10928582,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586037,,PRJNA522329,OO19,,,,
SAMN10928583,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586038,,PRJNA522329,OO20,,,,
SAMN10928584,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586035,,PRJNA522329,OO21,,,,
SAMN10928585,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586036,,PRJNA522329,OO22,,,,
SAMN10928586,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586033,,PRJNA522329,OO23,,,,
SAMN10928587,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586034,,PRJNA522329,OO24,,,,
SAMN10928588,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586031,,PRJNA522329,OO25,,,,
SAMN10928589,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586032,,PRJNA522329,OO26,,,,
SAMN10928590,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586028,,PRJNA522329,OO27,,,,
SAMN10928591,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586027,,PRJNA522329,OO28,,,,
SAMN10928592,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586030,,PRJNA522329,OO30,,,,
SAMN10928593,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586029,,PRJNA522329,OO32,,,,
SAMN10928594,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586024,,PRJNA522329,OO33,,,,
SAMN10928595,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586023,,PRJNA522329,OO34,,,,
SAMN10928596,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586026,,PRJNA522329,OO36,,,,
SAMN10928597,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586025,,PRJNA522329,OO37,,,,
SAMN10928598,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586022,,PRJNA522329,OO38,,,,
SAMN10928599,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586021,,PRJNA522329,OO39,,,,
SAMN10928600,GCF_901000725.2,Takifugu_obscurus,,,,SRR8586011,,PRJNA522329,OO40,,,,
SAMN10928601,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586012,,PRJNA522329,R01,,,,
SAMN10928602,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586013,,PRJNA522329,R02,,,,
SAMN10928603,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586014,,PRJNA522329,R03,,,,
SAMN10928604,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586015,,PRJNA522329,R04,,,,
SAMN10928605,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586016,,PRJNA522329,R07,,,,
SAMN10928606,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586017,,PRJNA522329,R08,,,,
SAMN10928607,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586018,,PRJNA522329,R09,,,,
SAMN10928608,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586019,,PRJNA522329,R10,,,,
SAMN10928609,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586020,,PRJNA522329,R11,,,,
SAMN10928610,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586008,,PRJNA522329,R12,,,,
SAMN10928611,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586007,,PRJNA522329,R13,,,,
SAMN10928612,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586006,,PRJNA522329,R14,,,,
SAMN10928613,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586005,,PRJNA522329,R15,,,,
SAMN10928614,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586004,,PRJNA522329,R16,,,,
SAMN10928615,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586003,,PRJNA522329,R17,,,,
SAMN10928616,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586002,,PRJNA522329,R18,,,,
SAMN10928617,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586001,,PRJNA522329,R19,,,,
SAMN10928618,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586010,,PRJNA522329,R20,,,,
SAMN10928619,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586009,,PRJNA522329,R21,,,,
SAMN10928620,GCF_901000725.2,Takifugu_rubripes,,,,SRR8585995,,PRJNA522329,R22,,,,
SAMN10928621,GCF_901000725.2,Takifugu_rubripes,,,,SRR8585996,,PRJNA522329,R23,,,,
SAMN10928622,GCF_901000725.2,Takifugu_rubripes,,,,SRR8585993,,PRJNA522329,R24,,,,
SAMN10928623,GCF_901000725.2,Takifugu_rubripes,,,,SRR8585994,,PRJNA522329,R25,,,,
SAMN10928624,GCF_901000725.2,Takifugu_rubripes,,,,SRR8585999,,PRJNA522329,R26,,,,
SAMN10928625,GCF_901000725.2,Takifugu_rubripes,,,,SRR8586000,,PRJNA522329,R27,,,,
SAMN10928626,GCF_901000725.2,Takifugu_rubripes,,,,SRR8585997,,PRJNA522329,R28,,,,
SAMN10928627,GCF_901000725.2,Takifugu_rubripes,,,,SRR8585998,,PRJNA522329,R29,,,,
SAMN10928628,GCF_901000725.2,Takifugu_rubripes,,,,SRR8585991,,PRJNA522329,R31,,,,
SAMN10928629,GCF_901000725.2,Takifugu_rubripes,,,,SRR8585992,,PRJNA522329,R32,,,,
SAMN11322327,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868207,,PRJNA530695,Tyne2_12.caudalfin.DNAseq,,,,
SAMN11322328,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868206,,PRJNA530695,Tyne2_14.caudalfin.DNAseq,,,,
SAMN11322329,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868199,,PRJNA530695,Tyne2_16_2014.caudalfin.DNAseq,,,,
SAMN11322330,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868198,,PRJNA530695,Tyne2_16_2015.caudalfin.DNAseq,,,,
SAMN11322331,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868237,,PRJNA530695,Tyne2_18.caudalfin.DNAseq,,,,
SAMN11322332,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868238,,PRJNA530695,Tyne2_20.caudalfin.DNAseq,,,,
SAMN11322333,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868239,,PRJNA530695,Tyne8_1.caudalfin.DNAseq,,,,
SAMN11322334,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868240,,PRJNA530695,Tyne8_27.caudalfin.DNAseq,,,,
SAMN11322335,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868241,,PRJNA530695,Tyne8_2.caudalfin.DNAseq,,,,
SAMN11322336,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868242,,PRJNA530695,Tyne8_4.caudalfin.DNAseq,,,,
SAMN11322337,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868243,,PRJNA530695,Tyne8_7.caudalfin.DNAseq,,,,
SAMN11322338,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868244,,PRJNA530695,LITC_DWN_4_F.caudalfin.DNAseq,,,,
SAMN11322339,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868234,,PRJNA530695,LITC_DWN_5_F.caudalfin.DNAseq,,,,
SAMN11322340,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868235,,PRJNA530695,LITC_DWN_6_F.caudalfin.DNAseq,,,,
SAMN11322341,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868223,,PRJNA530695,LITC_DWN_7_F.caudalfin.DNAseq,,,,
SAMN11322342,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868222,,PRJNA530695,LITC_DWN_8_F.caudalfin.DNAseq,,,,
SAMN11322343,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868221,,PRJNA530695,LITC_DWN_9_F.caudalfin.DNAseq,,,,
SAMN11322344,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868220,,PRJNA530695,LITC_UP_12_F.caudalfin.DNAseq,,,,
SAMN11322345,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868197,,PRJNA530695,LITC_UP_13_F.caudalfin.DNAseq,,,,
SAMN11322346,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868196,,PRJNA530695,LITC_UP_14_F.caudalfin.DNAseq,,,,
SAMN11322347,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868217,,PRJNA530695,LITC_UP_15_F.caudalfin.DNAseq,,,,
SAMN11322348,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868216,,PRJNA530695,LITC_UP_16_F.caudalfin.DNAseq,,,,
SAMN11322349,GCA_000180675.1,Gasterosteus_aculeatus,,,,SRR8868236,,PRJNA530695,LITC_UP_18_F.caudalfin.DNAseq,,,,
SAMN11458521,GCF_000090745.1,Anolis_carolinensis,,,-95.193683,PRJNA533001,,,29.82665,,,,
SAMN11458510,GCF_000090745.1,Anolis_carolinensis,,,-90.8129,PRJNA533001,,PRJNA533001,15-3,,,,
SAMN11458511,GCF_000090745.1,Anolis_carolinensis,,,-90.8129,PRJNA533001,,,29.90955,,,,
SAMN11458508,GCF_000090745.1,Anolis_carolinensis,,,-84.07625,PRJNA533001,,PRJNA533001,18-3,,,,
SAMN11458509,GCF_000090745.1,Anolis_carolinensis,,,-84.00245,PRJNA533001,,,33.9194,,,,
SAMN11458496,GCF_000090745.1,Anolis_carolinensis,,,-83.314983,PRJNA533001,,PRJNA533001,22-4,,,,
SAMN11458495,GCF_000090745.1,Anolis_carolinensis,,,-82.597133,PRJNA533001,,,33.204483,,,,
SAMN11458515,GCF_000090745.1,Anolis_carolinensis,,,-81.729533,PRJNA533001,,PRJNA533001,25-4,,,,
SAMN11458506,GCF_000090745.1,Anolis_carolinensis,,,-81.447467,PRJNA533001,,PRJNA533001,AA01,,,,
SAMN11458507,GCF_000090745.1,Anolis_carolinensis,,,-81.447467,PRJNA533001,,,25.918667,,,,
SAMN11458516,GCF_000090745.1,Anolis_carolinensis,,,-81.400155,PRJNA533001,,PRJNA533001,AC13-4,,,,
SAMN11458500,GCF_000090745.1,Anolis_carolinensis,,,-81.310783,PRJNA533001,,,25.918667,,,,
SAMN11458501,GCF_000090745.1,Anolis_carolinensis,,,-81.310783,PRJNA533001,,PRJNA533001,AC13-5,,,,
SAMN11458502,GCF_000090745.1,Anolis_carolinensis,,,-81.310783,PRJNA533001,,,25.918667,,,,
SAMN11458503,GCF_000090745.1,Anolis_carolinensis,,,-81.310783,PRJNA533001,,PRJNA533001,AC13-7,,,,
SAMN11458519,GCF_000090745.1,Anolis_carolinensis,,,-80.9421666,PRJNA533001,,LibraryName,25.918667,Run,Organism,BioProject,
SAMN11458520,GCF_000090745.1,Anolis_carolinensis,,,-80.9421666,PRJNA533001,,PRJNA533001,AC13-8,,,,
SAMN11458513,GCF_000090745.1,Anolis_carolinensis,,,-80.870556,PRJNA533001,,,34.727583,,,,
SAMN11458514,GCF_000090745.1,Anolis_carolinensis,,,-80.870556,PRJNA533001,,PRJNA533001,AC20-1,,,,
SAMN11458517,GCF_000090745.1,Anolis_carolinensis,,,-80.716884,PRJNA533001,,,34.727583,,,,
SAMN11458518,GCF_000090745.1,Anolis_carolinensis,,,-80.716884,PRJNA533001,,PRJNA533001,AC20-6,,,,
SAMN11458522,GCF_000090745.1,Anolis_carolinensis,,,-80.59475,PRJNA533001,,,31.35295,,,,
SAMN11458523,GCF_000090745.1,Anolis_carolinensis,,,-80.59475,PRJNA533001,,PRJNA533001,AC27-3,,,,
SAMN11458498,GCF_000090745.1,Anolis_carolinensis,,,-79.387667,PRJNA533001,,,31.35295,,,,
SAMN11458497,GCF_000090745.1,Anolis_carolinensis,,,-78.268617,PRJNA533001,,PRJNA533001,AC27-4,,,,
SAMN11458504,GCF_000090745.1,Anolis_carolinensis,,,-76.736183,PRJNA533001,,,35.53855,,,,
SAMN11458505,GCF_000090745.1,Anolis_carolinensis,,,-76.736183,PRJNA533001,,PRJNA533001,AC36-1,,,,
SAMN11458495,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983034,,,35.5558,,,,
SAMN11458496,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983033,,PRJNA533001,AC38-4,,,,
SAMN11458497,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983036,,,29.797883,,,,
SAMN11458498,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983035,,PRJNA533001,AC8-13,,,,
SAMN11458499,GCF_000090745.1,Anolis_allisoni,,,,SRR8983038,,,29.797883,,,,
SAMN11458500,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983037,,PRJNA533001,AC8-8,,,,
SAMN11458501,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983040,,PRJNA533001,AP08,,,,
SAMN11458502,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983039,,,28.243611,,,,
SAMN11458503,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983032,,PRJNA533001,CC-3,,,,
SAMN11458504,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983031,,,28.243611,,,,
SAMN11458505,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983024,,PRJNA533001,CC-8,,,,
SAMN11458506,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983023,,,28.078317,,,,
SAMN11458507,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983022,,PRJNA533001,LA-2,,,,
SAMN11458508,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983021,,,27.366783,,,,
SAMN11458509,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983028,,PRJNA533001,LJ-1,,,,
SAMN11458510,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983027,,,26.683333,,,,
SAMN11458511,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983026,,PRJNA533001,SB-3,,,,
SAMN11458512,GCF_000090745.1,Anolis_porcatus,,,,SRR8983025,,,26.683333,,,,
SAMN11458513,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983030,,PRJNA533001,SB-4,,,,
SAMN11458514,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983029,,,28.5437777,,,,
SAMN11458515,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983044,,PRJNA533001,TV-2,,,,
SAMN11458516,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983045,,,28.5437777,,,,
SAMN11458517,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983042,,PRJNA533001,TV-8,,,,
SAMN11458518,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983043,,,32.944667,,,,
SAMN11458519,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983048,,PRJNA533001,TX-8,,,,
SAMN11458520,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983049,,,27.640278,,,,
SAMN11458521,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983046,,PRJNA533001,VB-6,,,,
SAMN11458522,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983047,,,27.640278,,,,
SAMN11458523,GCF_000090745.1,Anolis_carolinensis,,,,SRR8983041,,PRJNA533001,VB-7,,,,
SAMN12253750,GCF_000687185.1,Cochlearius_cochlearius,,,,SRR9994303,,PRJNA545868,B10K-CU-031-03,,,,
SAMN12253750,GCF_000687185.1,Cochlearius_cochlearius,,,,SRR9994304,,PRJNA545868,B10K-CU-031-03,,,,
